Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
7064737.0,GPT-4,561,908,1469,Conversation log
7064753.0,GPT-4,72,30,102,Conversation log
7064860.0,GPT-4,139,29,168,Conversation log
7064893.0,GPT-4,1173,205,1378,Conversation log
7065092.0,GPT-4,1561,823,2384,Conversation log
7065225.0,GPT-4,203,31,234,Conversation log
7065244.0,GPT-4,83,226,309,Conversation log
7066072.0,GPT-4,864,974,1838,Conversation log
7066172.0,GPT-4,1888,943,2831,Conversation log
7066366.0,GPT-4,2855,967,3822,Conversation log
7066930.0,GPT-4,244,33,277,Conversation log
7066986.0,GPT-4,315,131,446,Conversation log
7067144.0,GPT-4,43,485,528,Conversation log
7067386.0,GPT-4,549,471,1020,Conversation log
7067661.0,GPT-4,1050,525,1575,Conversation log
7067671.0,GPT-4,39,518,557,Conversation log
7067746.0,GPT-4,2383,701,3084,Conversation log
7067949.0,GPT-4,2552,688,3240,Conversation log
7068283.0,GPT-4,188,479,667,Conversation log
7068456.0,GPT-4,859,326,1185,Conversation log
7068784.0,GPT-4,36,630,666,Conversation log
7070352.0,GPT-4,21,567,588,Conversation log
7070917.0,GPT-4,28,487,515,Conversation log
7071047.0,GPT-4,36,322,358,Conversation log
7071330.0,GPT-4,1640,435,2075,Conversation log
7072084.0,GPT-4,2137,81,2218,Conversation log
7072315.0,GPT-4,560,437,997,Conversation log
7072396.0,GPT-4,2275,624,2899,Conversation log
7072448.0,GPT-4,133,123,256,Conversation log
7072793.0,GPT-4,2403,359,2762,Conversation log
7073142.0,GPT-4,1018,270,1288,Conversation log
7073406.0,GPT-4,2783,517,3300,Conversation log
7073539.0,GPT-4,1334,472,1806,Conversation log
7073723.0,GPT-4,137,92,229,Conversation log
7074135.0,GPT-4,440,197,637,Conversation log
7074386.0,GPT-4,71,37,108,Conversation log
7074483.0,GPT-4,337,390,727,Conversation log
7075554.0,GPT-4,199,772,971,Conversation log
7075568.0,GPT-4,31,707,738,Conversation log
7075585.0,GPT-4,1668,921,2589,Conversation log
7075913.0,GPT-4,27,629,656,Conversation log
7075944.0,GPT-4,340,625,965,Conversation log
7077115.0,GPT-4,236,572,808,Conversation log
7077534.0,GPT-4,229,107,336,Conversation log
7077559.0,GPT-4,136,284,420,Conversation log
7077580.0,GPT-4,136,244,380,Conversation log
7077642.0,GPT-4,1005,546,1551,Conversation log
7078065.0,GPT-4,403,36,439,Conversation log
7078100.0,GPT-4,1575,388,1963,Conversation log
7078278.0,GPT-4,655,868,1523,Conversation log
7078552.0,GPT-4,12,672,684,Conversation log
7078594.0,GPT-4,306,998,1304,Conversation log
7078667.0,GPT-4,306,997,1303,Conversation log
7078695.0,GPT-4,1277,347,1624,Conversation log
7078828.0,GPT-4,1266,184,1450,Conversation log
7078932.0,GPT-4,1265,264,1529,Conversation log
7079039.0,GPT-4,1419,266,1685,Conversation log
7079302.0,GPT-4,1481,271,1752,Conversation log
7079558.0,GPT-4,2096,1005,3101,Conversation log
7079763.0,GPT-4,578,123,701,Conversation log
7079957.0,GPT-4,3131,732,3863,Conversation log
7080135.0,GPT-4,150,451,601,Conversation log
7080238.0,GPT-4,24,829,853,Conversation log
7080429.0,GPT-4,857,124,981,Conversation log
7080551.0,GPT-4,891,507,1398,Conversation log
7081263.0,GPT-4,156,267,423,Conversation log
7081549.0,GPT-4,441,40,481,Conversation log
7082117.0,GPT-4,49,561,610,Conversation log
7082237.0,GPT-4,580,119,699,Conversation log
7082598.0,GPT-4,636,513,1149,Conversation log
7082645.0,GPT-4,106,729,835,Conversation log
7082805.0,GPT-4,22,382,404,Conversation log
7083106.0,GPT-4,149,151,300,Conversation log
7083364.0,GPT-4,430,444,874,Conversation log
7083450.0,GPT-4,1105,267,1372,Conversation log
7083604.0,GPT-4,1492,240,1732,Conversation log
7083661.0,GPT-4,882,829,1711,Conversation log
7083697.0,GPT-4,1557,218,1775,Conversation log
7083800.0,GPT-4,1508,90,1598,Conversation log
7083866.0,GPT-4,28,12,40,Conversation log
7083977.0,GPT-4,82,22,104,Conversation log
7084027.0,GPT-4,134,29,163,Conversation log
7084132.0,GPT-4,203,69,272,Conversation log
7085453.0,GPT-4,748,43,791,Conversation log
7087310.0,GPT-4,1767,706,2473,Conversation log
7087337.0,GPT-4,1128,535,1663,Conversation log
7087868.0,GPT-4,53,42,95,Conversation log
7088145.0,GPT-4,17,373,390,Conversation log
7090695.0,GPT-4,125,17,142,Conversation log
7092092.0,GPT-4,90,74,164,Conversation log
7092188.0,GPT-4,181,63,244,Conversation log
7096981.0,GPT-4,72,247,319,Conversation log
7104593.0,GPT-4,139,730,869,Conversation log
7104796.0,GPT-4,890,925,1815,Conversation log
7106977.0,GPT-4,62,219,281,Conversation log
7108640.0,GPT-4,1849,463,2312,Conversation log
7109715.0,GPT-4,2338,951,3289,Conversation log
7114715.0,GPT-4,58,881,939,Conversation log
7115153.0,GPT-4,1013,2032,3045,Conversation log
7115395.0,GPT-4,31,484,515,Conversation log
7115427.0,GPT-4,31,502,533,Conversation log
7115773.0,GPT-4,3081,1162,4243,Conversation log
7117832.0,GPT-4,574,925,1499,Conversation log
7118033.0,GPT-4,60,205,265,Conversation log
7118034.0,GPT-4,180,343,523,Conversation log
7118326.0,GPT-4,36,53,89,Conversation log
7118364.0,GPT-4,111,65,176,Conversation log
7118395.0,GPT-4,213,116,329,Conversation log
7118588.0,GPT-4,48,726,774,Conversation log
7119035.0,GPT-4,440,197,637,Conversation log
7119234.0,GPT-4,131,123,254,Conversation log
7119291.0,GPT-4,131,114,245,Conversation log
7119958.0,GPT-4,431,121,552,Conversation log
7120173.0,GPT-4,749,115,864,Conversation log
7120245.0,GPT-4,64,52,116,Conversation log
7120271.0,GPT-4,315,310,625,Conversation log
7120315.0,GPT-4,4307,832,5139,Conversation log
7120348.0,GPT-4,218,266,484,Conversation log
7120436.0,GPT-4,909,18,927,Conversation log
7120537.0,GPT-4,636,349,985,Conversation log
7120545.0,GPT-4,23,120,143,Conversation log
7120563.0,GPT-4,12,328,340,Conversation log
7120584.0,GPT-4,177,115,292,Conversation log
7120631.0,GPT-4,324,164,488,Conversation log
7120640.0,GPT-4,1754,383,2137,Conversation log
7120696.0,GPT-4,540,117,657,Conversation log
7120739.0,GPT-4,697,118,815,Conversation log
7120772.0,GPT-4,722,175,897,Conversation log
7120818.0,GPT-4,804,161,965,Conversation log
7120842.0,GPT-4,820,145,965,Conversation log
7120872.0,GPT-4,851,189,1040,Conversation log
7120902.0,GPT-4,930,169,1099,Conversation log
7120944.0,GPT-4,920,156,1076,Conversation log
7120970.0,GPT-4,907,104,1011,Conversation log
7120999.0,GPT-4,862,135,997,Conversation log
7121060.0,GPT-4,842,290,1132,Conversation log
7121136.0,GPT-4,974,259,1233,Conversation log
7121204.0,GPT-4,763,271,1034,Conversation log
7121207.0,GPT-4,1091,286,1377,Conversation log
7121268.0,GPT-4,1265,235,1500,Conversation log
7121313.0,GPT-4,1365,274,1639,Conversation log
7121366.0,GPT-4,1342,283,1625,Conversation log
7121505.0,GPT-4,1147,172,1319,Conversation log
7121505.0,GPT-4,95,257,352,Conversation log
7121619.0,GPT-4,1337,110,1447,Conversation log
7121624.0,GPT-4,112,413,525,Conversation log
7121643.0,GPT-4,1130,111,1241,Conversation log
7121653.0,GPT-4,12,295,307,Conversation log
7121678.0,GPT-4,996,111,1107,Conversation log
7121700.0,GPT-4,829,292,1121,Conversation log
7121703.0,GPT-4,1453,201,1654,Conversation log
7121747.0,GPT-4,807,97,904,Conversation log
7121748.0,GPT-4,322,373,695,Conversation log
7121796.0,GPT-4,840,80,920,Conversation log
7121835.0,GPT-4,852,96,948,Conversation log
7121852.0,GPT-4,853,112,965,Conversation log
7121863.0,GPT-4,14,301,315,Conversation log
7121876.0,GPT-4,284,200,484,Conversation log
7121895.0,GPT-4,686,120,806,Conversation log
7121928.0,GPT-4,697,103,800,Conversation log
7121959.0,GPT-4,723,87,810,Conversation log
7121989.0,GPT-4,753,424,1177,Conversation log
7122017.0,GPT-4,1842,197,2039,Conversation log
7122041.0,GPT-4,1087,148,1235,Conversation log
7122081.0,GPT-4,1147,105,1252,Conversation log
7122145.0,GPT-4,1178,191,1369,Conversation log
7122198.0,GPT-4,1273,196,1469,Conversation log
7122239.0,GPT-4,1007,160,1167,Conversation log
7122301.0,GPT-4,1035,201,1236,Conversation log
7122345.0,GPT-4,1084,153,1237,Conversation log
7122353.0,GPT-4,1676,117,1793,Conversation log
7122387.0,GPT-4,1034,242,1276,Conversation log
7122425.0,GPT-4,1058,282,1340,Conversation log
7122465.0,GPT-4,43,618,661,Conversation log
7122495.0,GPT-4,1156,214,1370,Conversation log
7122569.0,GPT-4,1148,248,1396,Conversation log
7122578.0,GPT-4,1362,141,1503,Conversation log
7122607.0,GPT-4,708,740,1448,Conversation log
7122610.0,GPT-4,1267,239,1506,Conversation log
7122680.0,GPT-4,14,114,128,Conversation log
7122718.0,GPT-4,264,194,458,Conversation log
7122727.0,GPT-4,1237,225,1462,Conversation log
7122747.0,GPT-4,46,489,535,Conversation log
7122759.0,GPT-4,1984,339,2323,Conversation log
7122762.0,GPT-4,1160,215,1375,Conversation log
7122794.0,GPT-4,1193,234,1427,Conversation log
7122847.0,GPT-4,14,570,584,Conversation log
7122889.0,GPT-4,1189,111,1300,Conversation log
7122902.0,GPT-4,1346,144,1490,Conversation log
7122913.0,GPT-4,1064,134,1198,Conversation log
7122936.0,GPT-4,29,125,154,Conversation log
7122943.0,GPT-4,996,95,1091,Conversation log
7122979.0,GPT-4,910,125,1035,Conversation log
7123011.0,GPT-4,756,85,841,Conversation log
7123029.0,GPT-4,715,77,792,Conversation log
7123077.0,GPT-4,658,142,800,Conversation log
7123105.0,GPT-4,701,70,771,Conversation log
7123134.0,GPT-4,637,124,761,Conversation log
7123167.0,GPT-4,683,187,870,Conversation log
7123182.0,GPT-4,50,586,636,Conversation log
7123200.0,GPT-4,803,260,1063,Conversation log
7123217.0,GPT-4,189,27,216,Conversation log
7123259.0,GPT-4,906,197,1103,Conversation log
7123284.0,GPT-4,1497,224,1721,Conversation log
7123306.0,GPT-4,1062,255,1317,Conversation log
7123318.0,GPT-4,1158,336,1494,Conversation log
7123342.0,GPT-4,1189,184,1373,Conversation log
7123358.0,GPT-4,1307,174,1481,Conversation log
7123387.0,GPT-4,1191,181,1372,Conversation log
7123401.0,GPT-4,1422,203,1625,Conversation log
7123479.0,GPT-4,1323,61,1384,Conversation log
7123570.0,GPT-4,669,606,1275,Conversation log
7123573.0,GPT-4,1218,235,1453,Conversation log
7123677.0,GPT-4,1071,93,1164,Conversation log
7123696.0,GPT-4,1003,268,1271,Conversation log
7123697.0,GPT-4,1365,297,1662,Conversation log
7123736.0,GPT-4,1037,289,1326,Conversation log
7123775.0,GPT-4,1155,74,1229,Conversation log
7123807.0,GPT-4,1054,61,1115,Conversation log
7123831.0,GPT-4,1039,87,1126,Conversation log
7123856.0,GPT-4,817,90,907,Conversation log
7123892.0,GPT-4,571,71,642,Conversation log
7123912.0,GPT-4,40,417,457,Conversation log
7123920.0,GPT-4,552,106,658,Conversation log
7123991.0,GPT-4,627,131,758,Conversation log
7124029.0,GPT-4,248,24,272,Conversation log
7124032.0,GPT-4,699,122,821,Conversation log
7124058.0,GPT-4,730,290,1020,Conversation log
7124063.0,GPT-4,291,24,315,Conversation log
7124084.0,GPT-4,324,40,364,Conversation log
7124102.0,GPT-4,225,278,503,Conversation log
7124170.0,GPT-4,474,790,1264,Conversation log
7124240.0,GPT-4,228,303,531,Conversation log
7124308.0,GPT-4,1077,287,1364,Conversation log
7124353.0,GPT-4,1299,568,1867,Conversation log
7124436.0,GPT-4,1343,696,2039,Conversation log
7124446.0,GPT-4,119,102,221,Conversation log
7124515.0,GPT-4,81,873,954,Conversation log
7124526.0,GPT-4,191,337,528,Conversation log
7124556.0,GPT-4,390,272,662,Conversation log
7124571.0,GPT-4,370,166,536,Conversation log
7124594.0,GPT-4,191,467,658,Conversation log
7124665.0,GPT-4,708,185,893,Conversation log
7124703.0,GPT-4,717,202,919,Conversation log
7124741.0,GPT-4,306,92,398,Conversation log
7124769.0,GPT-4,959,236,1195,Conversation log
7124874.0,GPT-4,1132,220,1352,Conversation log
7124908.0,GPT-4,2617,355,2972,Conversation log
7125071.0,GPT-4,412,304,716,Conversation log
7125086.0,GPT-4,81,535,616,Conversation log
7125245.0,GPT-4,776,101,877,Conversation log
7125316.0,GPT-4,852,62,914,Conversation log
7125404.0,GPT-4,88,554,642,Conversation log
7125477.0,GPT-4,742,968,1710,Conversation log
7125519.0,GPT-4,797,4,801,Conversation log
7125583.0,GPT-4,165,826,991,Conversation log
7125588.0,GPT-4,86,443,529,Conversation log
7125604.0,GPT-4,933,612,1545,Conversation log
7125650.0,GPT-4,840,86,926,Conversation log
7125746.0,GPT-4,617,266,883,Conversation log
7125843.0,GPT-4,1485,712,2197,Conversation log
7125875.0,GPT-4,499,393,892,Conversation log
7125925.0,GPT-4,519,351,870,Conversation log
7125976.0,GPT-4,541,345,886,Conversation log
7126105.0,GPT-4,995,54,1049,Conversation log
7126171.0,GPT-4,1362,274,1636,Conversation log
7126280.0,GPT-4,252,144,396,Conversation log
7126303.0,GPT-4,1542,275,1817,Conversation log
7126353.0,GPT-4,25,774,799,Conversation log
7126372.0,GPT-4,648,488,1136,Conversation log
7126494.0,GPT-4,835,681,1516,Conversation log
7126504.0,GPT-4,925,155,1080,Conversation log
7126554.0,GPT-4,36,416,452,Conversation log
7126598.0,GPT-4,35,62,97,Conversation log
7126617.0,GPT-4,152,218,370,Conversation log
7126683.0,GPT-4,466,204,670,Conversation log
7126719.0,GPT-4,731,76,807,Conversation log
7126769.0,GPT-4,850,87,937,Conversation log
7126801.0,GPT-4,917,120,1037,Conversation log
7126814.0,GPT-4,63,381,444,Conversation log
7126848.0,GPT-4,840,113,953,Conversation log
7126909.0,GPT-4,725,97,822,Conversation log
7126946.0,GPT-4,734,87,821,Conversation log
7126955.0,GPT-4,1744,758,2502,Conversation log
7126977.0,GPT-4,754,101,855,Conversation log
7127021.0,GPT-4,710,83,793,Conversation log
7127080.0,GPT-4,700,133,833,Conversation log
7127104.0,GPT-4,713,90,803,Conversation log
7127105.0,GPT-4,2232,832,3064,Conversation log
7127141.0,GPT-4,714,107,821,Conversation log
7127170.0,GPT-4,727,151,878,Conversation log
7127178.0,GPT-4,2526,885,3411,Conversation log
7127196.0,GPT-4,793,173,966,Conversation log
7127232.0,GPT-4,793,206,999,Conversation log
7127263.0,GPT-4,35,655,690,Conversation log
7127265.0,GPT-4,907,166,1073,Conversation log
7127346.0,GPT-4,2585,649,3234,Conversation log
7127625.0,GPT-4,31,725,756,Conversation log
7127665.0,GPT-4,3089,531,3620,Conversation log
7128030.0,GPT-4,143,4,147,Conversation log
7128088.0,GPT-4,212,688,900,Conversation log
7128206.0,GPT-4,950,752,1702,Conversation log
7128606.0,GPT-4,27,589,616,Conversation log
7128675.0,GPT-4,27,466,493,Conversation log
7128702.0,GPT-4,3774,169,3943,Conversation log
7129360.0,GPT-4,642,557,1199,Conversation log
7129702.0,GPT-4,923,174,1097,Conversation log
7129797.0,GPT-4,882,182,1064,Conversation log
7129868.0,GPT-4,860,107,967,Conversation log
7130096.0,GPT-4,203,451,654,Conversation log
7130098.0,GPT-4,1314,560,1874,Conversation log
7130114.0,GPT-4,312,947,1259,Conversation log
7130236.0,GPT-4,921,128,1049,Conversation log
7130703.0,GPT-4,1195,83,1278,Conversation log
7131364.0,GPT-4,1035,310,1345,Conversation log
7131635.0,GPT-4,51,560,611,Conversation log
7132056.0,GPT-4,36,648,684,Conversation log
7132079.0,GPT-4,686,775,1461,Conversation log
7132180.0,GPT-4,18,619,637,Conversation log
7132291.0,GPT-4,793,775,1568,Conversation log
7132729.0,GPT-4,1633,733,2366,Conversation log
7133213.0,GPT-4,115,116,231,Conversation log
7133292.0,GPT-4,2526,715,3241,Conversation log
7133866.0,GPT-4,101,203,304,Conversation log
7133869.0,GPT-4,1565,1127,2692,Conversation log
7134172.0,GPT-4,293,52,345,Conversation log
7134299.0,GPT-4,1638,331,1969,Conversation log
7134663.0,GPT-4,485,307,792,Conversation log
7134681.0,GPT-4,81,315,396,Conversation log
7134684.0,GPT-4,2250,236,2486,Conversation log
7134860.0,GPT-4,1744,1171,2915,Conversation log
7134882.0,GPT-4,474,324,798,Conversation log
7134985.0,GPT-4,1898,325,2223,Conversation log
7135015.0,GPT-4,36,840,876,Conversation log
7135091.0,GPT-4,2535,816,3351,Conversation log
7135122.0,GPT-4,1812,334,2146,Conversation log
7135227.0,GPT-4,2895,993,3888,Conversation log
7135443.0,GPT-4,23,492,515,Conversation log
7135475.0,GPT-4,55,18,73,Conversation log
7135493.0,GPT-4,794,605,1399,Conversation log
7135591.0,GPT-4,27,484,511,Conversation log
7135616.0,GPT-4,70,670,740,Conversation log
7135700.0,GPT-4,569,385,954,Conversation log
7135756.0,GPT-4,969,424,1393,Conversation log
7136090.0,GPT-4,293,150,443,Conversation log
7136455.0,GPT-4,21,750,771,Conversation log
7136669.0,GPT-4,799,778,1577,Conversation log
7136844.0,GPT-4,877,408,1285,Conversation log
7136848.0,GPT-4,32,716,748,Conversation log
7136869.0,GPT-4,45,855,900,Conversation log
7137351.0,GPT-4,292,284,576,Conversation log
7137602.0,GPT-4,932,711,1643,Conversation log
7137606.0,GPT-4,94,17,111,Conversation log
7137693.0,GPT-4,1362,384,1746,Conversation log
7137723.0,GPT-4,104,1168,1272,Conversation log
7137730.0,GPT-4,1215,707,1922,Conversation log
7137861.0,GPT-4,267,115,382,Conversation log
7137875.0,GPT-4,509,487,996,Conversation log
7137930.0,GPT-4,846,225,1071,Conversation log
7137931.0,GPT-4,394,109,503,Conversation log
7138009.0,GPT-4,130,1231,1361,Conversation log
7138020.0,GPT-4,79,1231,1310,Conversation log
7138299.0,GPT-4,1575,116,1691,Conversation log
7138388.0,GPT-4,1404,522,1926,Conversation log
7138450.0,GPT-4,896,645,1541,Conversation log
7138508.0,GPT-4,4030,960,4990,Conversation log
7138798.0,GPT-4,4472,1402,5874,Conversation log
7139069.0,GPT-4,399,117,516,Conversation log
7139082.0,GPT-4,87,51,138,Conversation log
7139105.0,GPT-4,97,208,305,Conversation log
7139137.0,GPT-4,81,26,107,Conversation log
7139145.0,GPT-4,5898,1737,7635,Conversation log
7139428.0,GPT-4,81,1506,1587,Conversation log
7139523.0,GPT-4,49,22,71,Conversation log
7139596.0,GPT-4,1618,766,2384,Conversation log
7139602.0,GPT-4,35,634,669,Conversation log
7139815.0,GPT-4,24,488,512,Conversation log
7139839.0,GPT-4,8273,669,8942,Conversation log
7139862.0,GPT-4,542,31,573,Conversation log
7139889.0,GPT-4,1410,912,2322,Conversation log
7139907.0,GPT-4,2407,445,2852,Conversation log
7139949.0,GPT-4,772,351,1123,Conversation log
7139971.0,GPT-4,758,402,1160,Conversation log
7140033.0,GPT-4,935,436,1371,Conversation log
7140051.0,GPT-4,530,23,553,Conversation log
7140093.0,GPT-4,1251,82,1333,Conversation log
7140095.0,GPT-4,2874,552,3426,Conversation log
7140120.0,GPT-4,3186,647,3833,Conversation log
7140380.0,GPT-4,1207,215,1422,Conversation log
7140437.0,GPT-4,1183,101,1284,Conversation log
7140439.0,GPT-4,1430,139,1569,Conversation log
7140470.0,GPT-4,9257,420,9677,Conversation log
7140521.0,GPT-4,915,789,1704,Conversation log
7140528.0,GPT-4,1396,66,1462,Conversation log
7140585.0,GPT-4,1160,158,1318,Conversation log
7140618.0,GPT-4,739,154,893,Conversation log
7140629.0,GPT-4,3925,747,4672,Conversation log
7140632.0,GPT-4,572,42,614,Conversation log
7140675.0,GPT-4,9857,239,10096,Conversation log
7140760.0,GPT-4,64,675,739,Conversation log
7140812.0,GPT-4,4454,317,4771,Conversation log
7140813.0,GPT-4,31,615,646,Conversation log
7140831.0,GPT-4,25,536,561,Conversation log
7140854.0,GPT-4,762,161,923,Conversation log
7140894.0,GPT-4,371,21,392,Conversation log
7140912.0,GPT-4,4693,652,5345,Conversation log
7140965.0,GPT-4,137,46,183,Conversation log
7141014.0,GPT-4,3849,984,4833,Conversation log
7141023.0,GPT-4,755,752,1507,Conversation log
7141067.0,GPT-4,643,45,688,Conversation log
7141133.0,GPT-4,828,192,1020,Conversation log
7141221.0,GPT-4,133,589,722,Conversation log
7141247.0,GPT-4,41,262,303,Conversation log
7141321.0,GPT-4,82,702,784,Conversation log
7141340.0,GPT-4,347,302,649,Conversation log
7141341.0,GPT-4,716,6,722,Conversation log
7141405.0,GPT-4,5910,1506,7416,Conversation log
7141409.0,GPT-4,1395,45,1440,Conversation log
7141444.0,GPT-4,6011,757,6768,Conversation log
7141553.0,GPT-4,816,886,1702,Conversation log
7141565.0,GPT-4,1815,436,2251,Conversation log
7141602.0,GPT-4,48,633,681,Conversation log
7141618.0,GPT-4,145,194,339,Conversation log
7141630.0,GPT-4,1483,61,1544,Conversation log
