Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
7058978.0,ChatGPT,2321,709,3030,Conversation log
7058991.0,ChatGPT,165,46,211,Conversation log
7059005.0,ChatGPT,726,124,850,Conversation log
7059061.0,ChatGPT,82,139,221,Conversation log
7059084.0,ChatGPT,2515,562,3077,Conversation log
7059236.0,ChatGPT,2073,66,2139,Conversation log
7059443.0,ChatGPT,2255,432,2687,Conversation log
7059479.0,ChatGPT,25,626,651,Conversation log
7059687.0,ChatGPT,2760,516,3276,Conversation log
7060022.0,ChatGPT,503,74,577,Conversation log
7060060.0,ChatGPT,2356,290,2646,Conversation log
7060213.0,ChatGPT,24,310,334,Conversation log
7060292.0,ChatGPT,169,166,335,Conversation log
7060294.0,ChatGPT,20,286,306,Conversation log
7060318.0,ChatGPT,431,80,511,Conversation log
7060352.0,ChatGPT,353,153,506,Conversation log
7060700.0,ChatGPT,350,319,669,Conversation log
7060912.0,ChatGPT,262,35,297,Conversation log
7060953.0,ChatGPT,2202,592,2794,Conversation log
7060958.0,ChatGPT,288,37,325,Conversation log
7061065.0,ChatGPT,28,130,158,Conversation log
7061229.0,ChatGPT,15,221,236,Conversation log
7061303.0,ChatGPT,2748,589,3337,Conversation log
7061304.0,ChatGPT,1654,416,2070,Conversation log
7061659.0,ChatGPT,232,10,242,Conversation log
7061774.0,ChatGPT,498,75,573,Conversation log
7061810.0,ChatGPT,230,13,243,Conversation log
7061829.0,ChatGPT,3058,495,3553,Conversation log
7061842.0,ChatGPT,95,90,185,Conversation log
7061849.0,ChatGPT,2093,411,2504,Conversation log
7061915.0,ChatGPT,2028,362,2390,Conversation log
7061951.0,ChatGPT,249,266,515,Conversation log
7061965.0,ChatGPT,826,298,1124,Conversation log
7061970.0,ChatGPT,1846,305,2151,Conversation log
7062277.0,ChatGPT,335,37,372,Conversation log
7062305.0,ChatGPT,414,56,470,Conversation log
7062326.0,ChatGPT,514,36,550,Conversation log
7062465.0,ChatGPT,261,200,461,Conversation log
7062780.0,ChatGPT,491,198,689,Conversation log
7062827.0,ChatGPT,19,32,51,Conversation log
7063158.0,ChatGPT,472,10,482,Conversation log
7063234.0,ChatGPT,62,36,98,Conversation log
7063475.0,ChatGPT,337,173,510,Conversation log
7063551.0,ChatGPT,141,35,176,Conversation log
7063672.0,ChatGPT,525,147,672,Conversation log
7063934.0,ChatGPT,90,220,310,Conversation log
7064011.0,ChatGPT,339,276,615,Conversation log
7064041.0,ChatGPT,820,114,934,Conversation log
7064067.0,ChatGPT,737,280,1017,Conversation log
7064073.0,ChatGPT,637,264,901,Conversation log
7064105.0,ChatGPT,739,57,796,Conversation log
7064386.0,ChatGPT,1609,531,2140,Conversation log
7064388.0,ChatGPT,1519,322,1841,Conversation log
7064563.0,ChatGPT,1718,388,2106,Conversation log
7064617.0,ChatGPT,1932,172,2104,Conversation log
7064720.0,ChatGPT,34,28,62,Conversation log
7064740.0,ChatGPT,1160,326,1486,Conversation log
7064839.0,ChatGPT,1573,793,2366,Conversation log
7064894.0,ChatGPT,948,399,1347,Conversation log
7064934.0,ChatGPT,1992,368,2360,Conversation log
7065019.0,ChatGPT,1700,527,2227,Conversation log
7065035.0,ChatGPT,233,12,245,Conversation log
7065121.0,ChatGPT,1870,515,2385,Conversation log
7065169.0,ChatGPT,2351,391,2742,Conversation log
7065198.0,ChatGPT,2085,525,2610,Conversation log
7065551.0,ChatGPT,18,199,217,Conversation log
7065558.0,ChatGPT,31,289,320,Conversation log
7065692.0,ChatGPT,3086,170,3256,Conversation log
7065750.0,ChatGPT,3152,179,3331,Conversation log
7065860.0,ChatGPT,1125,422,1547,Conversation log
7065872.0,ChatGPT,700,371,1071,Conversation log
7066046.0,ChatGPT,1096,389,1485,Conversation log
7066104.0,ChatGPT,2487,434,2921,Conversation log
7066302.0,ChatGPT,2248,281,2529,Conversation log
7066341.0,ChatGPT,1966,350,2316,Conversation log
7066521.0,ChatGPT,2804,88,2892,Conversation log
7066524.0,ChatGPT,356,361,717,Conversation log
7066646.0,ChatGPT,1424,360,1784,Conversation log
7066849.0,ChatGPT,2194,130,2324,Conversation log
7066850.0,ChatGPT,764,582,1346,Conversation log
7067037.0,ChatGPT,1590,391,1981,Conversation log
7067169.0,ChatGPT,1503,336,1839,Conversation log
7067205.0,ChatGPT,82,119,201,Conversation log
7067276.0,ChatGPT,216,150,366,Conversation log
7067335.0,ChatGPT,382,152,534,Conversation log
7067460.0,ChatGPT,14,200,214,Conversation log
7067611.0,ChatGPT,1836,322,2158,Conversation log
7067699.0,ChatGPT,24,19,43,Conversation log
7067787.0,ChatGPT,68,43,111,Conversation log
7067808.0,ChatGPT,1730,235,1965,Conversation log
7067855.0,ChatGPT,222,21,243,Conversation log
7068251.0,ChatGPT,188,201,389,Conversation log
7068341.0,ChatGPT,1563,352,1915,Conversation log
7068495.0,ChatGPT,18,493,511,Conversation log
7068566.0,ChatGPT,1799,336,2135,Conversation log
7068661.0,ChatGPT,39,412,451,Conversation log
7068969.0,ChatGPT,43,23,66,Conversation log
7069077.0,ChatGPT,91,25,116,Conversation log
7069161.0,ChatGPT,2004,637,2641,Conversation log
7069360.0,ChatGPT,1368,398,1766,Conversation log
7069523.0,ChatGPT,1787,166,1953,Conversation log
7069544.0,ChatGPT,42,411,453,Conversation log
7069597.0,ChatGPT,530,59,589,Conversation log
7069627.0,ChatGPT,575,60,635,Conversation log
7069753.0,ChatGPT,1643,209,1852,Conversation log
7069891.0,ChatGPT,3830,240,4070,Conversation log
7069945.0,ChatGPT,1555,288,1843,Conversation log
7070044.0,ChatGPT,2804,578,3382,Conversation log
7070250.0,ChatGPT,3298,562,3860,Conversation log
7070262.0,ChatGPT,1487,229,1716,Conversation log
7070397.0,ChatGPT,23,208,231,Conversation log
7070431.0,ChatGPT,2138,323,2461,Conversation log
7070464.0,ChatGPT,86,19,105,Conversation log
7070524.0,ChatGPT,1308,202,1510,Conversation log
7070575.0,ChatGPT,1103,101,1204,Conversation log
7070703.0,ChatGPT,167,52,219,Conversation log
7070800.0,ChatGPT,260,162,422,Conversation log
7070928.0,ChatGPT,452,144,596,Conversation log
7070982.0,ChatGPT,1839,339,2178,Conversation log
7071037.0,ChatGPT,1467,200,1667,Conversation log
7071234.0,ChatGPT,1705,37,1742,Conversation log
7071383.0,ChatGPT,1332,38,1370,Conversation log
7071594.0,ChatGPT,3340,1125,4465,Conversation log
7071606.0,ChatGPT,567,20,587,Conversation log
7071621.0,ChatGPT,495,21,516,Conversation log
7071665.0,ChatGPT,438,24,462,Conversation log
7071682.0,ChatGPT,353,24,377,Conversation log
7071696.0,ChatGPT,257,21,278,Conversation log
7071972.0,ChatGPT,977,414,1391,Conversation log
7072127.0,ChatGPT,779,180,959,Conversation log
7072153.0,ChatGPT,765,310,1075,Conversation log
7072224.0,ChatGPT,1068,312,1380,Conversation log
7072268.0,ChatGPT,3635,605,4240,Conversation log
7072362.0,ChatGPT,991,367,1358,Conversation log
7072599.0,ChatGPT,16,22,38,Conversation log
7072675.0,ChatGPT,53,113,166,Conversation log
7072822.0,ChatGPT,27,83,110,Conversation log
7072884.0,ChatGPT,3576,698,4274,Conversation log
7072908.0,ChatGPT,49,439,488,Conversation log
7073040.0,ChatGPT,49,123,172,Conversation log
7073083.0,ChatGPT,188,131,319,Conversation log
7073182.0,ChatGPT,1897,99,1996,Conversation log
7073901.0,ChatGPT,306,44,350,Conversation log
7073974.0,ChatGPT,38,121,159,Conversation log
7074070.0,ChatGPT,181,217,398,Conversation log
7074078.0,ChatGPT,1185,259,1444,Conversation log
7074098.0,ChatGPT,83,69,152,Conversation log
7074169.0,ChatGPT,19,371,390,Conversation log
7074184.0,ChatGPT,1101,157,1258,Conversation log
7074201.0,ChatGPT,165,112,277,Conversation log
7074327.0,ChatGPT,21,297,318,Conversation log
7074370.0,ChatGPT,917,190,1107,Conversation log
7074386.0,ChatGPT,962,326,1288,Conversation log
7074678.0,ChatGPT,414,99,513,Conversation log
7074859.0,ChatGPT,531,133,664,Conversation log
7075262.0,ChatGPT,21,11,32,Conversation log
7075267.0,ChatGPT,51,78,129,Conversation log
7075275.0,ChatGPT,153,66,219,Conversation log
7075380.0,ChatGPT,176,160,336,Conversation log
7075381.0,ChatGPT,39,486,525,Conversation log
7075529.0,ChatGPT,37,140,177,Conversation log
7075543.0,ChatGPT,29,198,227,Conversation log
7075571.0,ChatGPT,257,550,807,Conversation log
7075573.0,ChatGPT,973,692,1665,Conversation log
7075666.0,ChatGPT,37,19,56,Conversation log
7075704.0,ChatGPT,98,22,120,Conversation log
7075736.0,ChatGPT,209,176,385,Conversation log
7075752.0,ChatGPT,835,474,1309,Conversation log
7075764.0,ChatGPT,1961,402,2363,Conversation log
7075799.0,ChatGPT,1342,580,1922,Conversation log
7075801.0,ChatGPT,408,206,614,Conversation log
7075806.0,ChatGPT,2272,479,2751,Conversation log
7076233.0,ChatGPT,1693,128,1821,Conversation log
7076271.0,ChatGPT,1246,252,1498,Conversation log
7076275.0,ChatGPT,20,60,80,Conversation log
7076535.0,ChatGPT,96,59,155,Conversation log
7076662.0,ChatGPT,95,150,245,Conversation log
7076666.0,ChatGPT,284,177,461,Conversation log
7076705.0,ChatGPT,284,181,465,Conversation log
7076714.0,ChatGPT,444,143,587,Conversation log
7076772.0,ChatGPT,2514,607,3121,Conversation log
7077090.0,ChatGPT,15,115,130,Conversation log
7077262.0,ChatGPT,489,267,756,Conversation log
7077300.0,ChatGPT,610,14,624,Conversation log
7077307.0,ChatGPT,490,192,682,Conversation log
7077428.0,ChatGPT,29,261,290,Conversation log
7077777.0,ChatGPT,263,81,344,Conversation log
7077881.0,ChatGPT,195,395,590,Conversation log
7077891.0,ChatGPT,318,189,507,Conversation log
7078028.0,ChatGPT,240,132,372,Conversation log
7078045.0,ChatGPT,345,23,368,Conversation log
7078148.0,ChatGPT,3536,236,3772,Conversation log
7078370.0,ChatGPT,53,20,73,Conversation log
7078577.0,ChatGPT,12,485,497,Conversation log
7078579.0,ChatGPT,470,412,882,Conversation log
7078771.0,ChatGPT,335,283,618,Conversation log
7079322.0,ChatGPT,744,571,1315,Conversation log
7079379.0,ChatGPT,336,6,342,Conversation log
7079398.0,ChatGPT,309,7,316,Conversation log
7079407.0,ChatGPT,1361,571,1932,Conversation log
7079931.0,ChatGPT,39,65,104,Conversation log
7079951.0,ChatGPT,38,115,153,Conversation log
7079990.0,ChatGPT,162,76,238,Conversation log
7080080.0,ChatGPT,18,111,129,Conversation log
7080306.0,ChatGPT,145,69,214,Conversation log
7080357.0,ChatGPT,248,83,331,Conversation log
7080586.0,ChatGPT,1842,307,2149,Conversation log
7081010.0,ChatGPT,904,473,1377,Conversation log
7081110.0,ChatGPT,519,239,758,Conversation log
7081112.0,ChatGPT,16,244,260,Conversation log
7081150.0,ChatGPT,258,248,506,Conversation log
7081267.0,ChatGPT,2056,646,2702,Conversation log
7081343.0,ChatGPT,61,55,116,Conversation log
7081428.0,ChatGPT,144,82,226,Conversation log
7081446.0,ChatGPT,1398,519,1917,Conversation log
7081451.0,ChatGPT,2528,539,3067,Conversation log
7081603.0,ChatGPT,3007,491,3498,Conversation log
7081672.0,ChatGPT,1976,395,2371,Conversation log
7081755.0,ChatGPT,805,220,1025,Conversation log
7081840.0,ChatGPT,855,274,1129,Conversation log
7082048.0,ChatGPT,2240,390,2630,Conversation log
7082395.0,ChatGPT,2359,436,2795,Conversation log
7082547.0,ChatGPT,94,77,171,Conversation log
7082592.0,ChatGPT,1697,468,2165,Conversation log
7082731.0,ChatGPT,34,221,255,Conversation log
7082815.0,ChatGPT,39,58,97,Conversation log
7082832.0,ChatGPT,183,30,213,Conversation log
7082837.0,ChatGPT,188,16,204,Conversation log
7082876.0,ChatGPT,299,28,327,Conversation log
7082919.0,ChatGPT,1883,69,1952,Conversation log
7082993.0,ChatGPT,1311,186,1497,Conversation log
7082997.0,ChatGPT,368,220,588,Conversation log
7083147.0,ChatGPT,282,125,407,Conversation log
7083156.0,ChatGPT,16,204,220,Conversation log
7083173.0,ChatGPT,2130,337,2467,Conversation log
7083311.0,ChatGPT,773,332,1105,Conversation log
7083330.0,ChatGPT,684,268,952,Conversation log
7083412.0,ChatGPT,1076,377,1453,Conversation log
7083418.0,ChatGPT,984,108,1092,Conversation log
7083543.0,ChatGPT,2094,339,2433,Conversation log
7083636.0,ChatGPT,359,384,743,Conversation log
7083661.0,ChatGPT,1824,583,2407,Conversation log
7083984.0,ChatGPT,43,514,557,Conversation log
7084165.0,ChatGPT,592,581,1173,Conversation log
7084350.0,ChatGPT,1201,730,1931,Conversation log
7084421.0,ChatGPT,1767,357,2124,Conversation log
7084502.0,ChatGPT,2404,357,2761,Conversation log
7084530.0,ChatGPT,2035,628,2663,Conversation log
7084607.0,ChatGPT,2832,474,3306,Conversation log
7084882.0,ChatGPT,35,462,497,Conversation log
7084898.0,ChatGPT,2034,805,2839,Conversation log
7084909.0,ChatGPT,26,426,452,Conversation log
7084973.0,ChatGPT,480,410,890,Conversation log
7085328.0,ChatGPT,432,593,1025,Conversation log
7086093.0,ChatGPT,2921,538,3459,Conversation log
7086205.0,ChatGPT,37,214,251,Conversation log
7086261.0,ChatGPT,170,133,303,Conversation log
7086284.0,ChatGPT,1032,282,1314,Conversation log
7086461.0,ChatGPT,1125,122,1247,Conversation log
7086468.0,ChatGPT,62,401,463,Conversation log
7086694.0,ChatGPT,1435,233,1668,Conversation log
7086893.0,ChatGPT,1880,243,2123,Conversation log
7087004.0,ChatGPT,997,54,1051,Conversation log
7087037.0,ChatGPT,2389,373,2762,Conversation log
7087106.0,ChatGPT,488,114,602,Conversation log
7087177.0,ChatGPT,627,126,753,Conversation log
7087254.0,ChatGPT,781,28,809,Conversation log
7087297.0,ChatGPT,835,16,851,Conversation log
7087392.0,ChatGPT,1158,262,1420,Conversation log
7087462.0,ChatGPT,910,279,1189,Conversation log
7087709.0,ChatGPT,1202,291,1493,Conversation log
7088177.0,ChatGPT,433,26,459,Conversation log
7088264.0,ChatGPT,367,27,394,Conversation log
7088316.0,ChatGPT,3388,31,3419,Conversation log
7088435.0,ChatGPT,262,54,316,Conversation log
7089135.0,ChatGPT,1139,75,1214,Conversation log
7089198.0,ChatGPT,67,272,339,Conversation log
7089706.0,ChatGPT,3439,515,3954,Conversation log
7089834.0,ChatGPT,1863,482,2345,Conversation log
7090280.0,ChatGPT,283,120,403,Conversation log
7090303.0,ChatGPT,1510,288,1798,Conversation log
7090316.0,ChatGPT,381,150,531,Conversation log
7090444.0,ChatGPT,1374,344,1718,Conversation log
7090596.0,ChatGPT,1294,636,1930,Conversation log
7090640.0,ChatGPT,1652,168,1820,Conversation log
7090710.0,ChatGPT,813,47,860,Conversation log
7090751.0,ChatGPT,1543,437,1980,Conversation log
7114263.0,ChatGPT,19,57,76,Conversation log
7114594.0,ChatGPT,126,56,182,Conversation log
7114753.0,ChatGPT,232,96,328,Conversation log
7116889.0,ChatGPT,42,465,507,Conversation log
7117038.0,ChatGPT,90,105,195,Conversation log
7117043.0,ChatGPT,553,588,1141,Conversation log
7117056.0,ChatGPT,21,90,111,Conversation log
7117094.0,ChatGPT,124,101,225,Conversation log
7117211.0,ChatGPT,239,11,250,Conversation log
7117310.0,ChatGPT,88,82,170,Conversation log
7117361.0,ChatGPT,388,621,1009,Conversation log
7117411.0,ChatGPT,309,84,393,Conversation log
7117469.0,ChatGPT,421,81,502,Conversation log
7117573.0,ChatGPT,532,134,666,Conversation log
7117615.0,ChatGPT,34,365,399,Conversation log
7117665.0,ChatGPT,430,453,883,Conversation log
7117729.0,ChatGPT,53,371,424,Conversation log
7117850.0,ChatGPT,290,90,380,Conversation log
7117906.0,ChatGPT,663,755,1418,Conversation log
7117990.0,ChatGPT,420,72,492,Conversation log
7117991.0,ChatGPT,2370,520,2890,Conversation log
7118010.0,ChatGPT,45,88,133,Conversation log
7118099.0,ChatGPT,79,52,131,Conversation log
7118179.0,ChatGPT,738,184,922,Conversation log
7118554.0,ChatGPT,306,162,468,Conversation log
7118862.0,ChatGPT,42,26,68,Conversation log
7118867.0,ChatGPT,18,534,552,Conversation log
7118919.0,ChatGPT,569,528,1097,Conversation log
7118957.0,ChatGPT,1118,692,1810,Conversation log
7118992.0,ChatGPT,43,264,307,Conversation log
7119068.0,ChatGPT,14,46,60,Conversation log
7119083.0,ChatGPT,916,140,1056,Conversation log
7119097.0,ChatGPT,119,90,209,Conversation log
7119135.0,ChatGPT,35,425,460,Conversation log
7119191.0,ChatGPT,146,108,254,Conversation log
7119246.0,ChatGPT,77,208,285,Conversation log
7119251.0,ChatGPT,93,30,123,Conversation log
7119288.0,ChatGPT,164,121,285,Conversation log
7119370.0,ChatGPT,310,138,448,Conversation log
7119436.0,ChatGPT,14,124,138,Conversation log
7119499.0,ChatGPT,2895,971,3866,Conversation log
7119536.0,ChatGPT,978,913,1891,Conversation log
7119604.0,ChatGPT,467,150,617,Conversation log
7119653.0,ChatGPT,300,353,653,Conversation log
7119659.0,ChatGPT,224,169,393,Conversation log
7119711.0,ChatGPT,619,214,833,Conversation log
7119723.0,ChatGPT,13,452,465,Conversation log
7119948.0,ChatGPT,644,153,797,Conversation log
7120032.0,ChatGPT,820,170,990,Conversation log
7120167.0,ChatGPT,47,372,419,Conversation log
7120189.0,ChatGPT,93,74,167,Conversation log
7120205.0,ChatGPT,468,87,555,Conversation log
7120224.0,ChatGPT,566,58,624,Conversation log
7120338.0,ChatGPT,34,11,45,Conversation log
7120355.0,ChatGPT,110,71,181,Conversation log
7120448.0,ChatGPT,239,33,272,Conversation log
7120459.0,ChatGPT,716,13,729,Conversation log
7120472.0,ChatGPT,577,8,585,Conversation log
7120479.0,ChatGPT,1226,325,1551,Conversation log
7120535.0,ChatGPT,103,209,312,Conversation log
7120538.0,ChatGPT,71,64,135,Conversation log
7120611.0,ChatGPT,29,189,218,Conversation log
7120615.0,ChatGPT,389,36,425,Conversation log
7120634.0,ChatGPT,18,435,453,Conversation log
7120663.0,ChatGPT,1126,409,1535,Conversation log
7120716.0,ChatGPT,16,5,21,Conversation log
7120723.0,ChatGPT,1595,302,1897,Conversation log
7120771.0,ChatGPT,100,288,388,Conversation log
7120778.0,ChatGPT,262,173,435,Conversation log
7120831.0,ChatGPT,42,2,44,Conversation log
