Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
7042291.0,GPT-4,768,30,798,API log
7042340.0,GPT-4,768,42,810,API log
7042364.0,GPT-4,532,26,558,API log
7042543.0,GPT-4,881,1,882,API log
7042559.0,GPT-4,1020,6,1026,API log
7042571.0,GPT-4,745,6,751,API log
7042578.0,GPT-4,870,47,917,API log
7042597.0,GPT-4,928,1,929,API log
7042643.0,GPT-4,853,1,854,API log
7134423.0,GPT-4,929,70,999,API log
7134460.0,GPT-4,921,243,1164,API log
7134571.0,GPT-4,907,440,1347,API log
7138306.0,GPT-4,932,171,1103,API log
7138371.0,GPT-4,926,93,1019,API log
7143907.0,GPT-4,1022,363,1385,API log
7144086.0,GPT-4,4632,602,5234,API log
7144522.0,GPT-4,4659,1233,5892,API log
7144785.0,GPT-4,4643,1244,5887,API log
7144847.0,GPT-4,4643,982,5625,API log
7144909.0,GPT-4,4643,850,5493,API log
7145455.0,GPT-4,256,515,771,API log
7145499.0,GPT-4,2185,1055,3240,API log
7145562.0,GPT-4,2185,756,2941,API log
7145624.0,GPT-4,2185,611,2796,API log
7145728.0,GPT-4,813,605,1418,API log
7145790.0,GPT-4,813,520,1333,API log
7145852.0,GPT-4,813,716,1529,API log
7146032.0,GPT-4,813,524,1337,API log
7146094.0,GPT-4,813,421,1234,API log
7146143.0,GPT-4,723,454,1177,API log
7146205.0,GPT-4,723,548,1271,API log
7146267.0,GPT-4,723,564,1287,API log
7146325.0,GPT-4,1346,943,2289,API log
7146387.0,GPT-4,1346,829,2175,API log
7146449.0,GPT-4,1346,777,2123,API log
7146589.0,GPT-4,1341,678,2019,API log
7146651.0,GPT-4,1341,791,2132,API log
7146713.0,GPT-4,1341,681,2022,API log
7147048.0,GPT-4,1406,597,2003,API log
7147111.0,GPT-4,1406,691,2097,API log
7147173.0,GPT-4,1406,737,2143,API log
7147650.0,GPT-4,1414,405,1819,API log
7148777.0,GPT-4,527,69,596,API log
7148800.0,GPT-4,1237,154,1391,API log
7148817.0,GPT-4,880,384,1264,API log
7148852.0,GPT-4,1241,166,1407,API log
7148901.0,GPT-4,877,122,999,API log
7148930.0,GPT-4,952,121,1073,API log
7148945.0,GPT-4,659,94,753,API log
7148955.0,GPT-4,672,88,760,API log
7148977.0,GPT-4,998,285,1283,API log
7149039.0,GPT-4,998,129,1127,API log
7149056.0,GPT-4,670,104,774,API log
7149080.0,GPT-4,571,105,676,API log
7149093.0,GPT-4,1147,464,1611,API log
7149135.0,GPT-4,1038,154,1192,API log
7149148.0,GPT-4,751,318,1069,API log
7149187.0,GPT-4,770,448,1218,API log
7158766.0,GPT-4,770,101,871,API log
7158780.0,GPT-4,852,168,1020,API log
7158798.0,GPT-4,535,108,643,API log
7158807.0,GPT-4,696,122,818,API log
7158826.0,GPT-4,845,184,1029,API log
7158846.0,GPT-4,516,72,588,API log
7158855.0,GPT-4,450,47,497,API log
7158859.0,GPT-4,1014,146,1160,API log
7158884.0,GPT-4,533,94,627,API log
7158899.0,GPT-4,980,351,1331,API log
7158961.0,GPT-4,980,188,1168,API log
7158983.0,GPT-4,836,123,959,API log
7158993.0,GPT-4,628,99,727,API log
7159006.0,GPT-4,762,409,1171,API log
7159050.0,GPT-4,712,125,837,API log
7159078.0,GPT-4,1167,483,1650,API log
7159118.0,GPT-4,592,106,698,API log
7159131.0,GPT-4,871,140,1011,API log
7159169.0,GPT-4,652,315,967,API log
7159197.0,GPT-4,600,95,695,API log
7159208.0,GPT-4,970,186,1156,API log
7159249.0,GPT-4,697,98,795,API log
7164409.0,GPT-4,1155,8,1163,API log
7164411.0,GPT-4,1130,8,1138,API log
7164413.0,GPT-4,1132,8,1140,API log
7164418.0,GPT-4,1152,8,1160,API log
7164422.0,GPT-4,1133,11,1144,API log
7164428.0,GPT-4,1135,8,1143,API log
7164430.0,GPT-4,1126,101,1227,API log
7164572.0,GPT-4,1155,8,1163,API log
7164580.0,GPT-4,1130,8,1138,API log
7164587.0,GPT-4,1132,8,1140,API log
7164590.0,GPT-4,1152,8,1160,API log
7164593.0,GPT-4,1133,11,1144,API log
7164600.0,GPT-4,1135,10,1145,API log
7164608.0,GPT-4,1126,109,1235,API log
7164617.0,GPT-4,1134,130,1264,API log
7164633.0,GPT-4,1103,9,1112,API log
7164642.0,GPT-4,1123,8,1131,API log
7164649.0,GPT-4,1129,10,1139,API log
7164653.0,GPT-4,1130,9,1139,API log
7164655.0,GPT-4,1229,8,1237,API log
7164657.0,GPT-4,1126,9,1135,API log
7164659.0,GPT-4,1148,10,1158,API log
7164661.0,GPT-4,1126,8,1134,API log
7164662.0,GPT-4,1124,10,1134,API log
7164666.0,GPT-4,1121,8,1129,API log
7164669.0,GPT-4,1213,8,1221,API log
7164671.0,GPT-4,1171,9,1180,API log
7164673.0,GPT-4,1134,8,1142,API log
7164675.0,GPT-4,1127,11,1138,API log
7164678.0,GPT-4,1107,8,1115,API log
7164680.0,GPT-4,1126,12,1138,API log
7164682.0,GPT-4,1148,8,1156,API log
7164685.0,GPT-4,1128,9,1137,API log
7164688.0,GPT-4,1116,8,1124,API log
7164690.0,GPT-4,1115,8,1123,API log
7164691.0,GPT-4,1112,11,1123,API log
7164696.0,GPT-4,1142,8,1150,API log
7164698.0,GPT-4,1110,8,1118,API log
7164700.0,GPT-4,1135,10,1145,API log
7164703.0,GPT-4,1126,8,1134,API log
7164710.0,GPT-4,1136,8,1144,API log
7164712.0,GPT-4,1135,8,1143,API log
7164715.0,GPT-4,1124,8,1132,API log
7164727.0,GPT-4,1108,8,1116,API log
7164744.0,GPT-4,1124,9,1133,API log
7164753.0,GPT-4,1137,8,1145,API log
7164754.0,GPT-4,1123,8,1131,API log
7207040.0,GPT-4,936,101,1037,API log
7207197.0,GPT-4,937,53,990,API log
7207255.0,GPT-4,930,234,1164,API log
7207332.0,GPT-4,955,252,1207,API log
7209605.0,GPT-4,644,63,707,API log
7209613.0,GPT-4,870,304,1174,API log
7209667.0,GPT-4,784,74,858,API log
7209677.0,GPT-4,1345,155,1500,API log
7209704.0,GPT-4,994,149,1143,API log
7209716.0,GPT-4,1357,179,1536,API log
7209739.0,GPT-4,995,151,1146,API log
7209762.0,GPT-4,1069,116,1185,API log
7209775.0,GPT-4,776,103,879,API log
7209789.0,GPT-4,790,85,875,API log
7209799.0,GPT-4,1115,124,1239,API log
7209811.0,GPT-4,788,105,893,API log
7209840.0,GPT-4,690,86,776,API log
7209852.0,GPT-4,1267,111,1378,API log
7209877.0,GPT-4,1153,153,1306,API log
7209896.0,GPT-4,868,118,986,API log
7209911.0,GPT-4,887,216,1103,API log
7209941.0,GPT-4,969,131,1100,API log
7209964.0,GPT-4,652,67,719,API log
7209980.0,GPT-4,811,120,931,API log
7209990.0,GPT-4,967,175,1142,API log
7210004.0,GPT-4,635,67,702,API log
7210034.0,GPT-4,567,47,614,API log
7210056.0,GPT-4,1133,155,1288,API log
7210089.0,GPT-4,648,79,727,API log
7210098.0,GPT-4,1097,156,1253,API log
7210116.0,GPT-4,947,106,1053,API log
7210135.0,GPT-4,743,91,834,API log
7210159.0,GPT-4,878,108,986,API log
7210186.0,GPT-4,829,124,953,API log
7210205.0,GPT-4,1295,161,1456,API log
7210225.0,GPT-4,708,87,795,API log
7210248.0,GPT-4,995,158,1153,API log
7210269.0,GPT-4,776,98,874,API log
7210294.0,GPT-4,716,91,807,API log
7210323.0,GPT-4,1086,164,1250,API log
7210360.0,GPT-4,814,91,905,API log
7220980.0,GPT-4,683,63,746,API log
7221003.0,GPT-4,912,82,994,API log
7221018.0,GPT-4,823,71,894,API log
7221027.0,GPT-4,1384,151,1535,API log
7221041.0,GPT-4,1035,122,1157,API log
7221081.0,GPT-4,1394,153,1547,API log
7221112.0,GPT-4,1036,123,1159,API log
7221127.0,GPT-4,1108,113,1221,API log
7221160.0,GPT-4,814,99,913,API log
7221170.0,GPT-4,828,81,909,API log
7221183.0,GPT-4,1154,121,1275,API log
7221226.0,GPT-4,831,90,921,API log
7221249.0,GPT-4,723,70,793,API log
7221257.0,GPT-4,1306,162,1468,API log
7221290.0,GPT-4,1191,134,1325,API log
7221311.0,GPT-4,905,103,1008,API log
7221321.0,GPT-4,926,93,1019,API log
7221331.0,GPT-4,990,128,1118,API log
7221342.0,GPT-4,693,63,756,API log
7221349.0,GPT-4,850,108,958,API log
7221364.0,GPT-4,999,124,1123,API log
7221379.0,GPT-4,673,65,738,API log
7221390.0,GPT-4,606,46,652,API log
7221399.0,GPT-4,1172,146,1318,API log
7221413.0,GPT-4,685,71,756,API log
7221520.0,GPT-4,1136,142,1278,API log
7221545.0,GPT-4,992,90,1082,API log
7221554.0,GPT-4,783,88,871,API log
7221565.0,GPT-4,920,104,1024,API log
7221574.0,GPT-4,871,116,987,API log
7221585.0,GPT-4,1326,131,1457,API log
7221595.0,GPT-4,746,78,824,API log
7221606.0,GPT-4,1029,124,1153,API log
7221619.0,GPT-4,800,79,879,API log
7221627.0,GPT-4,755,90,845,API log
7221640.0,GPT-4,1123,162,1285,API log
7221658.0,GPT-4,855,88,943,API log
7221696.0,GPT-4,4386,449,4835,API log
7221746.0,GPT-4,2112,298,2410,API log
7221787.0,GPT-4,1592,204,1796,API log
7221832.0,GPT-4,1712,190,1902,API log
7221894.0,GPT-4,1712,190,1902,API log
7221928.0,GPT-4,2807,287,3094,API log
7221976.0,GPT-4,1929,226,2155,API log
7222022.0,GPT-4,1200,162,1362,API log
7222057.0,GPT-4,8838,715,9553,API log
7222119.0,GPT-4,8838,716,9554,API log
7222181.0,GPT-4,8838,725,9563,API log
7222507.0,GPT-4,8838,717,9555,API log
7222569.0,GPT-4,8838,716,9554,API log
7222631.0,GPT-4,8838,718,9556,API log
7223516.0,GPT-4,906,192,1098,API log
7227763.0,GPT-4,4016,933,4949,API log
7227824.0,GPT-4,4016,661,4677,API log
7227886.0,GPT-4,4016,760,4776,API log
7230155.0,GPT-4,443,361,804,API log
7230220.0,GPT-4,443,382,825,API log
7232528.0,GPT-4,385,627,1012,API log
7237679.0,GPT-4,385,616,1001,API log
7238188.0,GPT-4,268,114,382,API log
7238198.0,GPT-4,887,73,960,API log
7238209.0,GPT-4,967,19,986,API log
7238223.0,GPT-4,888,73,961,API log
7238229.0,GPT-4,968,20,988,API log
7238235.0,GPT-4,893,101,994,API log
7238251.0,GPT-4,1059,582,1641,API log
7238315.0,GPT-4,1059,584,1643,API log
7241838.0,GPT-4,1153,7,1160,API log
7241845.0,GPT-4,1128,7,1135,API log
7241847.0,GPT-4,1130,7,1137,API log
7241854.0,GPT-4,1150,7,1157,API log
7241856.0,GPT-4,1131,10,1141,API log
7242856.0,GPT-4,1118,5,1123,API log
7242860.0,GPT-4,1093,5,1098,API log
7242863.0,GPT-4,1095,5,1100,API log
7242866.0,GPT-4,1115,5,1120,API log
7242867.0,GPT-4,1096,8,1104,API log
7242869.0,GPT-4,1098,5,1103,API log
7242871.0,GPT-4,1089,5,1094,API log
7242877.0,GPT-4,1097,5,1102,API log
7242878.0,GPT-4,1066,6,1072,API log
7242880.0,GPT-4,1086,7,1093,API log
7242882.0,GPT-4,1092,7,1099,API log
7242886.0,GPT-4,1093,6,1099,API log
7242889.0,GPT-4,1192,5,1197,API log
7242892.0,GPT-4,1089,6,1095,API log
7242893.0,GPT-4,1111,7,1118,API log
7242895.0,GPT-4,1089,5,1094,API log
7242897.0,GPT-4,1087,7,1094,API log
7242899.0,GPT-4,1084,5,1089,API log
7242900.0,GPT-4,1176,5,1181,API log
7242906.0,GPT-4,1134,6,1140,API log
7242908.0,GPT-4,1097,5,1102,API log
7242910.0,GPT-4,1090,8,1098,API log
7242913.0,GPT-4,1070,5,1075,API log
7242915.0,GPT-4,1089,9,1098,API log
7242918.0,GPT-4,1111,5,1116,API log
7242920.0,GPT-4,1091,6,1097,API log
7242922.0,GPT-4,1079,5,1084,API log
7242924.0,GPT-4,1078,5,1083,API log
7242937.0,GPT-4,1075,5,1080,API log
7242939.0,GPT-4,1105,5,1110,API log
7242941.0,GPT-4,1073,5,1078,API log
7242953.0,GPT-4,1098,7,1105,API log
7242957.0,GPT-4,1089,5,1094,API log
7242978.0,GPT-4,1099,5,1104,API log
7242980.0,GPT-4,1098,5,1103,API log
7242981.0,GPT-4,1087,5,1092,API log
7242983.0,GPT-4,1071,5,1076,API log
7242985.0,GPT-4,1087,6,1093,API log
7242987.0,GPT-4,1100,5,1105,API log
7242988.0,GPT-4,1086,5,1091,API log
7244764.0,GPT-4,1118,5,1123,API log
7244768.0,GPT-4,1093,5,1098,API log
7244774.0,GPT-4,1095,5,1100,API log
7244777.0,GPT-4,1115,5,1120,API log
7244779.0,GPT-4,1096,8,1104,API log
7244784.0,GPT-4,1098,5,1103,API log
7244789.0,GPT-4,1089,5,1094,API log
7244798.0,GPT-4,1097,5,1102,API log
7244800.0,GPT-4,1066,6,1072,API log
7244803.0,GPT-4,1086,7,1093,API log
7244838.0,GPT-4,1118,5,1123,API log
7244840.0,GPT-4,1093,5,1098,API log
7244842.0,GPT-4,1095,5,1100,API log
7244846.0,GPT-4,1115,5,1120,API log
7244847.0,GPT-4,1096,8,1104,API log
7244854.0,GPT-4,1098,5,1103,API log
7244856.0,GPT-4,1089,5,1094,API log
7244857.0,GPT-4,1097,5,1102,API log
7244858.0,GPT-4,1066,6,1072,API log
7244863.0,GPT-4,1086,5,1091,API log
7244868.0,GPT-4,1092,5,1097,API log
7244870.0,GPT-4,1093,7,1100,API log
7244879.0,GPT-4,1192,5,1197,API log
7244881.0,GPT-4,1089,6,1095,API log
7244885.0,GPT-4,1111,7,1118,API log
7244887.0,GPT-4,1089,5,1094,API log
7244888.0,GPT-4,1087,7,1094,API log
7244890.0,GPT-4,1084,5,1089,API log
7244891.0,GPT-4,1176,5,1181,API log
7244893.0,GPT-4,1134,6,1140,API log
7244900.0,GPT-4,1097,5,1102,API log
7244906.0,GPT-4,1090,8,1098,API log
7244908.0,GPT-4,1070,5,1075,API log
7244909.0,GPT-4,1089,9,1098,API log
7244911.0,GPT-4,1111,5,1116,API log
7244928.0,GPT-4,1091,6,1097,API log
7244929.0,GPT-4,1079,5,1084,API log
7244932.0,GPT-4,1078,5,1083,API log
7244933.0,GPT-4,1075,5,1080,API log
7244945.0,GPT-4,1105,5,1110,API log
7244946.0,GPT-4,1073,5,1078,API log
7244947.0,GPT-4,1098,5,1103,API log
7244951.0,GPT-4,1089,5,1094,API log
7244952.0,GPT-4,1099,5,1104,API log
7244953.0,GPT-4,1098,5,1103,API log
7244960.0,GPT-4,1087,5,1092,API log
7244962.0,GPT-4,1071,5,1076,API log
7244968.0,GPT-4,1087,6,1093,API log
7244969.0,GPT-4,1100,5,1105,API log
7244972.0,GPT-4,1086,5,1091,API log
7244974.0,GPT-4,1100,5,1105,API log
7244991.0,GPT-4,1086,9,1095,API log
7244993.0,GPT-4,1083,5,1088,API log
7244998.0,GPT-4,1065,8,1073,API log
7245000.0,GPT-4,1091,9,1100,API log
7245007.0,GPT-4,1089,6,1095,API log
7245008.0,GPT-4,1071,6,1077,API log
7245011.0,GPT-4,1117,5,1122,API log
7245012.0,GPT-4,1086,5,1091,API log
7245020.0,GPT-4,1118,5,1123,API log
7247294.0,GPT-4,1113,7,1120,API log
7247296.0,GPT-4,1110,5,1115,API log
7247298.0,GPT-4,1100,5,1105,API log
7247330.0,GPT-4,1080,7,1087,API log
7247332.0,GPT-4,1074,5,1079,API log
7247337.0,GPT-4,1089,5,1094,API log
7247342.0,GPT-4,1112,5,1117,API log
7247346.0,GPT-4,1156,5,1161,API log
7247347.0,GPT-4,1109,5,1114,API log
7247350.0,GPT-4,1094,6,1100,API log
7247354.0,GPT-4,1097,6,1103,API log
7247356.0,GPT-4,1091,5,1096,API log
7247373.0,GPT-4,1085,7,1092,API log
7247375.0,GPT-4,1110,6,1116,API log
7247376.0,GPT-4,1087,5,1092,API log
7247378.0,GPT-4,1078,8,1086,API log
7247380.0,GPT-4,1079,9,1088,API log
7247383.0,GPT-4,1081,8,1089,API log
7247393.0,GPT-4,1093,5,1098,API log
7247396.0,GPT-4,1096,8,1104,API log
7247399.0,GPT-4,1081,7,1088,API log
7247402.0,GPT-4,1102,5,1107,API log
7247404.0,GPT-4,1080,5,1085,API log
7247405.0,GPT-4,1120,5,1125,API log
7247406.0,GPT-4,1087,5,1092,API log
7247409.0,GPT-4,1078,6,1084,API log
7247414.0,GPT-4,1088,6,1094,API log
7247420.0,GPT-4,1111,10,1121,API log
7247423.0,GPT-4,1094,5,1099,API log
7247433.0,GPT-4,1089,9,1098,API log
7247435.0,GPT-4,1097,6,1103,API log
7247438.0,GPT-4,1104,9,1113,API log
7247445.0,GPT-4,1107,6,1113,API log
7247448.0,GPT-4,1102,5,1107,API log
7247454.0,GPT-4,1081,5,1086,API log
7247456.0,GPT-4,1081,7,1088,API log
7247462.0,GPT-4,1101,5,1106,API log
7247466.0,GPT-4,1077,5,1082,API log
7247468.0,GPT-4,1081,5,1086,API log
7247470.0,GPT-4,1093,7,1100,API log
7247472.0,GPT-4,1082,8,1090,API log
7247473.0,GPT-4,1088,5,1093,API log
7247478.0,GPT-4,1095,5,1100,API log
7247483.0,GPT-4,1078,5,1083,API log
7247485.0,GPT-4,1091,6,1097,API log
7247496.0,GPT-4,1139,5,1144,API log
7247498.0,GPT-4,1093,5,1098,API log
7247506.0,GPT-4,1088,6,1094,API log
7247509.0,GPT-4,1074,7,1081,API log
7247511.0,GPT-4,1076,5,1081,API log
7251407.0,GPT-4,2859,1392,4251,API log
7251468.0,GPT-4,2859,1376,4235,API log
7251529.0,GPT-4,2859,1306,4165,API log
7251590.0,GPT-4,2859,1418,4277,API log
7251651.0,GPT-4,2859,1377,4236,API log
7251696.0,GPT-4,1647,1187,2834,API log
7251712.0,GPT-4,2859,1457,4316,API log
7251757.0,GPT-4,1647,671,2318,API log
7251773.0,GPT-4,2859,1500,4359,API log
7251818.0,GPT-4,1647,725,2372,API log
7251834.0,GPT-4,2859,1403,4262,API log
7251879.0,GPT-4,1647,1151,2798,API log
7251895.0,GPT-4,2859,1228,4087,API log
7251940.0,GPT-4,1647,1101,2748,API log
7251956.0,GPT-4,2859,1275,4134,API log
7252001.0,GPT-4,1647,1055,2702,API log
7252017.0,GPT-4,2859,1324,4183,API log
7252063.0,GPT-4,1647,769,2416,API log
7252078.0,GPT-4,2859,1493,4352,API log
7252124.0,GPT-4,1647,750,2397,API log
7252139.0,GPT-4,2859,1383,4242,API log
7252185.0,GPT-4,1647,847,2494,API log
7252217.0,GPT-4,2859,1482,4341,API log
7252230.0,GPT-4,1647,993,2640,API log
7252278.0,GPT-4,2859,1166,4025,API log
7252291.0,GPT-4,1647,1123,2770,API log
7252339.0,GPT-4,2859,1461,4320,API log
7294463.0,GPT-4,202,450,652,API log
7294463.0,GPT-4,108,261,369,API log
7294463.0,GPT-4,178,365,543,API log
7294463.0,GPT-4,233,548,781,API log
7294596.0,GPT-4,128,236,364,API log
7294596.0,GPT-4,182,441,623,API log
7294596.0,GPT-4,185,515,700,API log
7294596.0,GPT-4,238,569,807,API log
7294596.0,GPT-4,163,422,585,API log
7294656.0,GPT-4,238,490,728,API log
7294656.0,GPT-4,185,503,688,API log
7294656.0,GPT-4,182,442,624,API log
7294656.0,GPT-4,128,239,367,API log
7294656.0,GPT-4,163,432,595,API log
7294716.0,GPT-4,185,507,692,API log
7294716.0,GPT-4,238,492,730,API log
7294776.0,GPT-4,238,490,728,API log
7294776.0,GPT-4,185,507,692,API log
7294836.0,GPT-4,185,513,698,API log
7294836.0,GPT-4,238,506,744,API log
7294896.0,GPT-4,238,507,745,API log
7294896.0,GPT-4,185,515,700,API log
7294956.0,GPT-4,185,515,700,API log
7294956.0,GPT-4,238,509,747,API log
7295016.0,GPT-4,238,506,744,API log
7295016.0,GPT-4,185,513,698,API log
7295077.0,GPT-4,238,490,728,API log
7295077.0,GPT-4,185,517,702,API log
7295137.0,GPT-4,238,541,779,API log
7295137.0,GPT-4,185,517,702,API log
7295197.0,GPT-4,238,481,719,API log
7295197.0,GPT-4,185,515,700,API log
7295225.0,GPT-4,268,118,386,API log
7295240.0,GPT-4,885,110,995,API log
7295257.0,GPT-4,238,505,743,API log
7295257.0,GPT-4,185,519,704,API log
7295317.0,GPT-4,185,502,687,API log
7295317.0,GPT-4,238,505,743,API log
7295350.0,GPT-4,268,117,385,API log
7295367.0,GPT-4,889,74,963,API log
7295375.0,GPT-4,970,20,990,API log
7295377.0,GPT-4,238,506,744,API log
7295378.0,GPT-4,889,114,1003,API log
7295408.0,GPT-4,1066,174,1240,API log
7295429.0,GPT-4,141,303,444,API log
7295429.0,GPT-4,91,238,329,API log
7295429.0,GPT-4,158,346,504,API log
7295429.0,GPT-4,144,481,625,API log
7295429.0,GPT-4,105,253,358,API log
7295439.0,GPT-4,1280,34,1314,API log
7295445.0,GPT-4,891,41,932,API log
7295451.0,GPT-4,972,130,1102,API log
7295467.0,GPT-4,226,91,317,API log
7295489.0,GPT-4,158,356,514,API log
7295489.0,GPT-4,105,255,360,API log
7295489.0,GPT-4,144,357,501,API log
7295489.0,GPT-4,141,299,440,API log
7295549.0,GPT-4,158,367,525,API log
7295549.0,GPT-4,144,378,522,API log
7295549.0,GPT-4,105,250,355,API log
7295549.0,GPT-4,141,298,439,API log
7295609.0,GPT-4,105,259,364,API log
7295609.0,GPT-4,158,356,514,API log
7295630.0,GPT-4,158,333,491,API log
7295630.0,GPT-4,182,409,591,API log
7295630.0,GPT-4,113,201,314,API log
7295631.0,GPT-4,138,182,320,API log
7295631.0,GPT-4,146,305,451,API log
7295631.0,GPT-4,152,362,514,API log
7295631.0,GPT-4,145,300,445,API log
7295631.0,GPT-4,144,480,624,API log
7295631.0,GPT-4,141,293,434,API log
7295631.0,GPT-4,158,337,495,API log
7295631.0,GPT-4,100,172,272,API log
7295631.0,GPT-4,121,300,421,API log
7295631.0,GPT-4,163,406,569,API log
7295631.0,GPT-4,140,287,427,API log
7295631.0,GPT-4,105,219,324,API log
7295631.0,GPT-4,128,324,452,API log
7295631.0,GPT-4,185,515,700,API log
7295631.0,GPT-4,121,205,326,API log
7295631.0,GPT-4,91,264,355,API log
7295631.0,GPT-4,238,482,720,API log
7295691.0,GPT-4,185,515,700,API log
7295691.0,GPT-4,128,354,482,API log
7295691.0,GPT-4,182,443,625,API log
7295691.0,GPT-4,163,421,584,API log
7295691.0,GPT-4,238,505,743,API log
7295691.0,GPT-4,141,324,465,API log
7295691.0,GPT-4,105,218,323,API log
7295691.0,GPT-4,121,295,416,API log
7295691.0,GPT-4,158,390,548,API log
7295691.0,GPT-4,140,299,439,API log
7295691.0,GPT-4,144,379,523,API log
7295751.0,GPT-4,182,418,600,API log
7295751.0,GPT-4,185,513,698,API log
7295751.0,GPT-4,238,506,744,API log
7295751.0,GPT-4,121,295,416,API log
7295751.0,GPT-4,163,418,581,API log
7295751.0,GPT-4,144,349,493,API log
7295751.0,GPT-4,141,287,428,API log
7295751.0,GPT-4,158,373,531,API log
7295810.0,GPT-4,169,419,588,API log
7295810.0,GPT-4,129,305,434,API log
7295810.0,GPT-4,175,294,469,API log
7295810.0,GPT-4,126,331,457,API log
7295810.0,GPT-4,248,520,768,API log
7295810.0,GPT-4,221,440,661,API log
7295810.0,GPT-4,138,442,580,API log
7295810.0,GPT-4,227,554,781,API log
7295810.0,GPT-4,164,409,573,API log
7295810.0,GPT-4,178,486,664,API log
7295810.0,GPT-4,151,373,524,API log
7295810.0,GPT-4,129,251,380,API log
7295810.0,GPT-4,87,192,279,API log
7295810.0,GPT-4,168,388,556,API log
7295810.0,GPT-4,181,375,556,API log
7295810.0,GPT-4,210,600,810,API log
7295810.0,GPT-4,152,352,504,API log
7295810.0,GPT-4,311,619,930,API log
7295810.0,GPT-4,271,489,760,API log
7295810.0,GPT-4,153,357,510,API log
7295870.0,GPT-4,151,343,494,API log
7295870.0,GPT-4,271,533,804,API log
7295870.0,GPT-4,178,480,658,API log
7295870.0,GPT-4,152,440,592,API log
7295870.0,GPT-4,210,617,827,API log
7295870.0,GPT-4,168,392,560,API log
7295870.0,GPT-4,221,466,687,API log
7295870.0,GPT-4,248,523,771,API log
7295870.0,GPT-4,138,437,575,API log
7295870.0,GPT-4,227,567,794,API log
7295870.0,GPT-4,126,307,433,API log
7295870.0,GPT-4,311,604,915,API log
7295870.0,GPT-4,164,312,476,API log
7295930.0,GPT-4,311,768,1079,API log
7295930.0,GPT-4,126,321,447,API log
7295931.0,GPT-4,210,598,808,API log
7295931.0,GPT-4,221,421,642,API log
7295931.0,GPT-4,248,516,764,API log
7295990.0,GPT-4,311,718,1029,API log
7295991.0,GPT-4,221,434,655,API log
7295991.0,GPT-4,248,514,762,API log
7295991.0,GPT-4,210,602,812,API log
7296050.0,GPT-4,311,770,1081,API log
7296051.0,GPT-4,248,517,765,API log
7296051.0,GPT-4,221,446,667,API log
7296051.0,GPT-4,210,630,840,API log
7296111.0,GPT-4,311,739,1050,API log
7296171.0,GPT-4,311,580,891,API log
7296231.0,GPT-4,311,646,957,API log
7296291.0,GPT-4,311,617,928,API log
7296351.0,GPT-4,311,736,1047,API log
7296411.0,GPT-4,311,553,864,API log
7296471.0,GPT-4,311,665,976,API log
7296531.0,GPT-4,311,708,1019,API log
7296591.0,GPT-4,311,611,922,API log
