Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
38722,GPT-4,10,85,95,Conversation log
38769,GPT-4,122,10,132,Conversation log
38798,GPT-4,68,427,495,Conversation log
38837,GPT-4,99,112,211,Conversation log
38918,GPT-4,37,558,595,Conversation log
38920,GPT-4,242,94,336,Conversation log
38928,GPT-4,169,18,187,Conversation log
38937,GPT-4,764,225,989,Conversation log
38958,GPT-4,384,231,615,Conversation log
38977,GPT-4,717,133,850,Conversation log
38989,GPT-4,81,420,501,Conversation log
39036,GPT-4,648,377,1025,Conversation log
39112,GPT-4,1069,366,1435,Conversation log
39268,GPT-4,550,394,944,Conversation log
39439,GPT-4,328,8,336,Conversation log
39467,GPT-4,995,517,1512,Conversation log
39639,GPT-4,58,5,63,Conversation log
39650,GPT-4,117,5,122,Conversation log
39658,GPT-4,288,178,466,Conversation log
39694,GPT-4,137,162,299,Conversation log
39698,GPT-4,16,272,288,Conversation log
39725,GPT-4,15,104,119,Conversation log
39780,GPT-4,560,264,824,Conversation log
39795,GPT-4,10,64,74,Conversation log
39847,GPT-4,224,294,518,Conversation log
39884,GPT-4,29,174,203,Conversation log
39903,GPT-4,654,49,703,Conversation log
39934,GPT-4,954,250,1204,Conversation log
39939,GPT-4,727,254,981,Conversation log
40049,GPT-4,301,133,434,Conversation log
40314,GPT-4,945,79,1024,Conversation log
40337,GPT-4,773,367,1140,Conversation log
40471,GPT-4,216,198,414,Conversation log
40558,GPT-4,359,380,739,Conversation log
40665,GPT-4,228,180,408,Conversation log
40833,GPT-4,151,34,185,Conversation log
40862,GPT-4,229,40,269,Conversation log
41119,GPT-4,2554,340,2894,Conversation log
41194,GPT-4,72,167,239,Conversation log
41212,GPT-4,767,279,1046,Conversation log
41239,GPT-4,263,57,320,Conversation log
41606,GPT-4,26,349,375,Conversation log
41616,GPT-4,25,4,29,Conversation log
41626,GPT-4,46,3,49,Conversation log
41641,GPT-4,64,4,68,Conversation log
41649,GPT-4,607,12,619,Conversation log
41701,GPT-4,84,30,114,Conversation log
41754,GPT-4,416,353,769,Conversation log
41887,GPT-4,166,280,446,Conversation log
41904,GPT-4,805,139,944,Conversation log
41937,GPT-4,48,336,384,Conversation log
42162,GPT-4,48,183,231,Conversation log
42257,GPT-4,267,167,434,Conversation log
42442,GPT-4,793,339,1132,Conversation log
42587,GPT-4,744,137,881,Conversation log
42865,GPT-4,21,274,295,Conversation log
42989,GPT-4,1011,65,1076,Conversation log
43047,GPT-4,1092,24,1116,Conversation log
43377,GPT-4,14,98,112,Conversation log
43579,GPT-4,787,312,1099,Conversation log
43784,GPT-4,861,128,989,Conversation log
43851,GPT-4,595,228,823,Conversation log
44329,GPT-4,35,145,180,Conversation log
44617,GPT-4,216,191,407,Conversation log
44897,GPT-4,1150,212,1362,Conversation log
45390,GPT-4,3112,689,3801,Conversation log
47540,GPT-4,1083,57,1140,Conversation log
47728,GPT-4,68,329,397,Conversation log
47891,GPT-4,75,260,335,Conversation log
47904,GPT-4,1124,194,1318,Conversation log
48598,GPT-4,52,105,157,Conversation log
48635,GPT-4,174,96,270,Conversation log
48681,GPT-4,303,109,412,Conversation log
48703,GPT-4,188,321,509,Conversation log
48864,GPT-4,101,371,472,Conversation log
49154,GPT-4,549,390,939,Conversation log
49220,GPT-4,23,167,190,Conversation log
49323,GPT-4,427,34,461,Conversation log
49492,GPT-4,857,688,1545,Conversation log
49614,GPT-4,43,11,54,Conversation log
49619,GPT-4,43,21,64,Conversation log
49630,GPT-4,70,15,85,Conversation log
49643,GPT-4,209,274,483,Conversation log
49653,GPT-4,14,266,280,Conversation log
49819,GPT-4,1622,369,1991,Conversation log
49848,GPT-4,11,47,58,Conversation log
49854,GPT-4,194,391,585,Conversation log
49944,GPT-4,278,473,751,Conversation log
49955,GPT-4,2044,549,2593,Conversation log
50025,GPT-4,51,165,216,Conversation log
50028,GPT-4,427,201,628,Conversation log
50036,GPT-4,629,316,945,Conversation log
50075,GPT-4,405,397,802,Conversation log
50082,GPT-4,58,91,149,Conversation log
50094,GPT-4,603,221,824,Conversation log
50118,GPT-4,166,87,253,Conversation log
50121,GPT-4,24,418,442,Conversation log
50215,GPT-4,26,591,617,Conversation log
50302,GPT-4,21,185,206,Conversation log
50367,GPT-4,27,225,252,Conversation log
50392,GPT-4,218,248,466,Conversation log
50507,GPT-4,893,152,1045,Conversation log
50539,GPT-4,16,125,141,Conversation log
50586,GPT-4,164,126,290,Conversation log
50699,GPT-4,30,140,170,Conversation log
50725,GPT-4,38,268,306,Conversation log
50762,GPT-4,192,505,697,Conversation log
50783,GPT-4,989,63,1052,Conversation log
50784,GPT-4,340,126,466,Conversation log
50814,GPT-4,726,238,964,Conversation log
50821,GPT-4,692,306,998,Conversation log
50907,GPT-4,874,286,1160,Conversation log
50958,GPT-4,1043,237,1280,Conversation log
51250,GPT-4,1079,166,1245,Conversation log
51327,GPT-4,526,261,787,Conversation log
51348,GPT-4,923,180,1103,Conversation log
51396,GPT-4,105,333,438,Conversation log
51400,GPT-4,87,40,127,Conversation log
51475,GPT-4,390,118,508,Conversation log
51493,GPT-4,1052,115,1167,Conversation log
51704,GPT-4,1256,198,1454,Conversation log
51761,GPT-4,540,366,906,Conversation log
51782,GPT-4,135,33,168,Conversation log
51979,GPT-4,190,178,368,Conversation log
52000,GPT-4,548,293,841,Conversation log
52175,GPT-4,674,296,970,Conversation log
52179,GPT-4,940,489,1429,Conversation log
52189,GPT-4,754,283,1037,Conversation log
52249,GPT-4,948,357,1305,Conversation log
52327,GPT-4,972,228,1200,Conversation log
52389,GPT-4,1229,175,1404,Conversation log
52415,GPT-4,1476,441,1917,Conversation log
52452,GPT-4,1028,696,1724,Conversation log
52518,GPT-4,1077,368,1445,Conversation log
52564,GPT-4,25,484,509,Conversation log
52691,GPT-4,539,60,599,Conversation log
52712,GPT-4,133,175,308,Conversation log
52760,GPT-4,310,132,442,Conversation log
52792,GPT-4,331,189,520,Conversation log
52793,GPT-4,1283,157,1440,Conversation log
52907,GPT-4,45,539,584,Conversation log
52928,GPT-4,29,169,198,Conversation log
53008,GPT-4,305,286,591,Conversation log
53042,GPT-4,189,257,446,Conversation log
53202,GPT-4,481,95,576,Conversation log
53277,GPT-4,604,250,854,Conversation log
53360,GPT-4,875,233,1108,Conversation log
53391,GPT-4,625,57,682,Conversation log
53415,GPT-4,698,55,753,Conversation log
53654,GPT-4,32,10,42,Conversation log
53672,GPT-4,276,20,296,Conversation log
53679,GPT-4,669,656,1325,Conversation log
53716,GPT-4,311,11,322,Conversation log
53729,GPT-4,1055,446,1501,Conversation log
53733,GPT-4,556,31,587,Conversation log
53764,GPT-4,605,84,689,Conversation log
53788,GPT-4,20,360,380,Conversation log
53803,GPT-4,287,370,657,Conversation log
53828,GPT-4,919,33,952,Conversation log
53836,GPT-4,73,65,138,Conversation log
53861,GPT-4,216,122,338,Conversation log
53865,GPT-4,851,124,975,Conversation log
53875,GPT-4,962,145,1107,Conversation log
53922,GPT-4,861,67,928,Conversation log
53947,GPT-4,1189,515,1704,Conversation log
53989,GPT-4,1353,519,1872,Conversation log
54078,GPT-4,692,350,1042,Conversation log
54093,GPT-4,1491,36,1527,Conversation log
54111,GPT-4,3407,39,3446,Conversation log
54161,GPT-4,106,467,573,Conversation log
54208,GPT-4,1318,157,1475,Conversation log
54339,GPT-4,1240,403,1643,Conversation log
54381,GPT-4,696,437,1133,Conversation log
54393,GPT-4,2364,383,2747,Conversation log
54410,GPT-4,61,76,137,Conversation log
54479,GPT-4,2019,851,2870,Conversation log
54543,GPT-4,1938,244,2182,Conversation log
54607,GPT-4,52,31,83,Conversation log
54609,GPT-4,370,325,695,Conversation log
54620,GPT-4,32,240,272,Conversation log
54623,GPT-4,303,208,511,Conversation log
54638,GPT-4,377,282,659,Conversation log
54674,GPT-4,700,115,815,Conversation log
54702,GPT-4,820,623,1443,Conversation log
54766,GPT-4,316,279,595,Conversation log
54770,GPT-4,39,287,326,Conversation log
54773,GPT-4,551,95,646,Conversation log
54788,GPT-4,1431,23,1454,Conversation log
54814,GPT-4,470,403,873,Conversation log
54837,GPT-4,27,341,368,Conversation log
54885,GPT-4,786,74,860,Conversation log
54898,GPT-4,1057,214,1271,Conversation log
54909,GPT-4,820,374,1194,Conversation log
54912,GPT-4,909,30,939,Conversation log
54980,GPT-4,40,350,390,Conversation log
55016,GPT-4,1033,106,1139,Conversation log
55023,GPT-4,417,359,776,Conversation log
55079,GPT-4,812,396,1208,Conversation log
55091,GPT-4,1276,174,1450,Conversation log
55107,GPT-4,715,307,1022,Conversation log
55171,GPT-4,1048,245,1293,Conversation log
55205,GPT-4,628,10,638,Conversation log
55218,GPT-4,1305,319,1624,Conversation log
55233,GPT-4,84,67,151,Conversation log
55241,GPT-4,1318,286,1604,Conversation log
55255,GPT-4,717,16,733,Conversation log
55269,GPT-4,813,25,838,Conversation log
55285,GPT-4,911,12,923,Conversation log
55291,GPT-4,1241,203,1444,Conversation log
55303,GPT-4,75,444,519,Conversation log
55336,GPT-4,1451,308,1759,Conversation log
55355,GPT-4,29,264,293,Conversation log
55447,GPT-4,396,5,401,Conversation log
55452,GPT-4,910,88,998,Conversation log
55542,GPT-4,1470,523,1993,Conversation log
55573,GPT-4,413,23,436,Conversation log
55584,GPT-4,472,19,491,Conversation log
55591,GPT-4,846,120,966,Conversation log
55595,GPT-4,1227,291,1518,Conversation log
55612,GPT-4,12,88,100,Conversation log
55616,GPT-4,2023,615,2638,Conversation log
55616,GPT-4,1676,301,1977,Conversation log
55658,GPT-4,1658,57,1715,Conversation log
55672,GPT-4,630,108,738,Conversation log
55676,GPT-4,193,1303,1496,Conversation log
55718,GPT-4,1669,298,1967,Conversation log
55809,GPT-4,162,351,513,Conversation log
55818,GPT-4,192,291,483,Conversation log
55890,GPT-4,1560,883,2443,Conversation log
55937,GPT-4,13,158,171,Conversation log
55947,GPT-4,1494,324,1818,Conversation log
56015,GPT-4,554,209,763,Conversation log
56055,GPT-4,16,290,306,Conversation log
56087,GPT-4,328,369,697,Conversation log
56119,GPT-4,802,344,1146,Conversation log
56196,GPT-4,319,71,390,Conversation log
56200,GPT-4,1168,221,1389,Conversation log
56219,GPT-4,426,269,695,Conversation log
56288,GPT-4,1312,201,1513,Conversation log
56357,GPT-4,59,464,523,Conversation log
56414,GPT-4,1155,314,1469,Conversation log
56415,GPT-4,1417,188,1605,Conversation log
56451,GPT-4,454,71,525,Conversation log
56517,GPT-4,105,465,570,Conversation log
56542,GPT-4,29,447,476,Conversation log
56581,GPT-4,2684,592,3276,Conversation log
56627,GPT-4,96,491,587,Conversation log
56644,GPT-4,580,59,639,Conversation log
56652,GPT-4,631,409,1040,Conversation log
56658,GPT-4,1024,558,1582,Conversation log
56660,GPT-4,601,649,1250,Conversation log
56684,GPT-4,124,192,316,Conversation log
56687,GPT-4,1099,79,1178,Conversation log
56700,GPT-4,2555,613,3168,Conversation log
56703,GPT-4,17,40,57,Conversation log
56743,GPT-4,35,73,108,Conversation log
56769,GPT-4,96,107,203,Conversation log
56779,GPT-4,139,73,212,Conversation log
56844,GPT-4,24,210,234,Conversation log
56895,GPT-4,511,22,533,Conversation log
56913,GPT-4,519,13,532,Conversation log
56915,GPT-4,195,387,582,Conversation log
56918,GPT-4,2547,506,3053,Conversation log
56931,GPT-4,533,5,538,Conversation log
56939,GPT-4,1224,301,1525,Conversation log
56956,GPT-4,1159,335,1494,Conversation log
56961,GPT-4,501,8,509,Conversation log
56972,GPT-4,425,12,437,Conversation log
57013,GPT-4,2554,549,3103,Conversation log
57048,GPT-4,1480,399,1879,Conversation log
57103,GPT-4,937,106,1043,Conversation log
57166,GPT-4,25,425,450,Conversation log
57173,GPT-4,1107,317,1424,Conversation log
57193,GPT-4,1169,145,1314,Conversation log
57298,GPT-4,55,400,455,Conversation log
57300,GPT-4,491,205,696,Conversation log
57323,GPT-4,893,197,1090,Conversation log
57398,GPT-4,1680,448,2128,Conversation log
57568,GPT-4,351,8,359,Conversation log
57578,GPT-4,362,9,371,Conversation log
57586,GPT-4,1987,341,2328,Conversation log
57588,GPT-4,124,676,800,Conversation log
57589,GPT-4,947,334,1281,Conversation log
57590,GPT-4,395,13,408,Conversation log
57619,GPT-4,429,28,457,Conversation log
57805,GPT-4,443,10,453,Conversation log
57820,GPT-4,429,4,433,Conversation log
57835,GPT-4,409,16,425,Conversation log
57849,GPT-4,431,27,458,Conversation log
57913,GPT-4,80,13,93,Conversation log
57924,GPT-4,162,11,173,Conversation log
57962,GPT-4,252,15,267,Conversation log
57975,GPT-4,348,15,363,Conversation log
57983,GPT-4,33,366,399,Conversation log
58011,GPT-4,13,258,271,Conversation log
58026,GPT-4,415,12,427,Conversation log
58087,GPT-4,928,22,950,Conversation log
58116,GPT-4,856,108,964,Conversation log
58122,GPT-4,426,10,436,Conversation log
58128,GPT-4,1771,507,2278,Conversation log
58137,GPT-4,433,19,452,Conversation log
58193,GPT-4,913,751,1664,Conversation log
58198,GPT-4,951,56,1007,Conversation log
58214,GPT-4,676,227,903,Conversation log
58358,GPT-4,192,512,704,Conversation log
58369,GPT-4,16,363,379,Conversation log
58418,GPT-4,398,177,575,Conversation log
58433,GPT-4,1447,560,2007,Conversation log
58446,GPT-4,726,466,1192,Conversation log
58598,GPT-4,1858,411,2269,Conversation log
58682,GPT-4,98,634,732,Conversation log
58716,GPT-4,17,357,374,Conversation log
58814,GPT-4,593,360,953,Conversation log
58927,GPT-4,38,321,359,Conversation log
59121,GPT-4,387,653,1040,Conversation log
59136,GPT-4,783,78,861,Conversation log
59198,GPT-4,938,107,1045,Conversation log
59259,GPT-4,820,522,1342,Conversation log
59441,GPT-4,19,330,349,Conversation log
59576,GPT-4,877,64,941,Conversation log
59600,GPT-4,1858,285,2143,Conversation log
59620,GPT-4,34,458,492,Conversation log
59626,GPT-4,378,408,786,Conversation log
59626,GPT-4,1116,131,1247,Conversation log
59670,GPT-4,1264,499,1763,Conversation log
59684,GPT-4,97,218,315,Conversation log
59692,GPT-4,31,274,305,Conversation log
59753,GPT-4,921,291,1212,Conversation log
59840,GPT-4,257,552,809,Conversation log
59876,GPT-4,80,157,237,Conversation log
59878,GPT-4,546,170,716,Conversation log
59923,GPT-4,256,70,326,Conversation log
59949,GPT-4,1323,690,2013,Conversation log
59953,GPT-4,832,567,1399,Conversation log
60105,GPT-4,894,127,1021,Conversation log
60118,GPT-4,25,33,58,Conversation log
60166,GPT-4,327,340,667,Conversation log
60196,GPT-4,1782,219,2001,Conversation log
60352,GPT-4,934,116,1050,Conversation log
60371,GPT-4,29,33,62,Conversation log
60379,GPT-4,75,31,106,Conversation log
60383,GPT-4,1069,382,1451,Conversation log
60461,GPT-4,447,19,466,Conversation log
60481,GPT-4,50,6,56,Conversation log
60490,GPT-4,140,288,428,Conversation log
60493,GPT-4,102,4,106,Conversation log
60506,GPT-4,13,19,32,Conversation log
60508,GPT-4,88,14,102,Conversation log
60521,GPT-4,172,133,305,Conversation log
60547,GPT-4,1401,306,1707,Conversation log
60576,GPT-4,24,350,374,Conversation log
60599,GPT-4,159,7,166,Conversation log
60599,GPT-4,2202,609,2811,Conversation log
60602,GPT-4,365,52,417,Conversation log
60613,GPT-4,242,8,250,Conversation log
60629,GPT-4,358,20,378,Conversation log
60632,GPT-4,1129,403,1532,Conversation log
60643,GPT-4,484,20,504,Conversation log
60655,GPT-4,494,7,501,Conversation log
60678,GPT-4,501,20,521,Conversation log
60706,GPT-4,476,12,488,Conversation log
60720,GPT-4,479,3,482,Conversation log
60728,GPT-4,416,2,418,Conversation log
60735,GPT-4,351,2,353,Conversation log
60757,GPT-4,280,12,292,Conversation log
60773,GPT-4,228,12,240,Conversation log
60780,GPT-4,1513,303,1816,Conversation log
60842,GPT-4,400,12,412,Conversation log
60849,GPT-4,375,89,464,Conversation log
60892,GPT-4,494,54,548,Conversation log
60905,GPT-4,33,184,217,Conversation log
60918,GPT-4,585,155,740,Conversation log
60921,GPT-4,561,49,610,Conversation log
60975,GPT-4,536,45,581,Conversation log
60999,GPT-4,591,27,618,Conversation log
61015,GPT-4,588,43,631,Conversation log
61111,GPT-4,866,288,1154,Conversation log
61125,GPT-4,1705,248,1953,Conversation log
61148,GPT-4,13,72,85,Conversation log
61156,GPT-4,2636,320,2956,Conversation log
61186,GPT-4,55,429,484,Conversation log
61253,GPT-4,520,396,916,Conversation log
61337,GPT-4,570,47,617,Conversation log
61350,GPT-4,1860,388,2248,Conversation log
61364,GPT-4,1378,49,1427,Conversation log
61364,GPT-4,55,21,76,Conversation log
61392,GPT-4,84,14,98,Conversation log
61405,GPT-4,201,23,224,Conversation log
61420,GPT-4,896,154,1050,Conversation log
61425,GPT-4,123,46,169,Conversation log
61427,GPT-4,2957,214,3171,Conversation log
61440,GPT-4,311,13,324,Conversation log
61448,GPT-4,1896,248,2144,Conversation log
61496,GPT-4,1181,171,1352,Conversation log
61522,GPT-4,179,177,356,Conversation log
61568,GPT-4,2464,315,2779,Conversation log
61590,GPT-4,409,223,632,Conversation log
61593,GPT-4,983,9,992,Conversation log
61597,GPT-4,52,75,127,Conversation log
61608,GPT-4,1025,112,1137,Conversation log
61639,GPT-4,185,30,215,Conversation log
61668,GPT-4,50,32,82,Conversation log
61690,GPT-4,630,87,717,Conversation log
61695,GPT-4,502,138,640,Conversation log
61707,GPT-4,259,56,315,Conversation log
61717,GPT-4,497,18,515,Conversation log
61731,GPT-4,483,10,493,Conversation log
61739,GPT-4,73,64,137,Conversation log
61755,GPT-4,828,176,1004,Conversation log
61794,GPT-4,427,8,435,Conversation log
61804,GPT-4,427,18,445,Conversation log
61816,GPT-4,1086,72,1158,Conversation log
61818,GPT-4,396,3,399,Conversation log
61828,GPT-4,360,12,372,Conversation log
61839,GPT-4,381,10,391,Conversation log
61849,GPT-4,184,40,224,Conversation log
61873,GPT-4,445,10,455,Conversation log
61884,GPT-4,442,11,453,Conversation log
61885,GPT-4,2715,286,3001,Conversation log
61895,GPT-4,531,12,543,Conversation log
61908,GPT-4,557,15,572,Conversation log
61917,GPT-4,563,17,580,Conversation log
61970,GPT-4,520,14,534,Conversation log
61979,GPT-4,498,6,504,Conversation log
61988,GPT-4,463,22,485,Conversation log
61998,GPT-4,259,35,294,Conversation log
61999,GPT-4,451,15,466,Conversation log
62008,GPT-4,434,6,440,Conversation log
62026,GPT-4,29,352,381,Conversation log
62037,GPT-4,480,20,500,Conversation log
62048,GPT-4,532,19,551,Conversation log
62060,GPT-4,536,18,554,Conversation log
62077,GPT-4,550,14,564,Conversation log
62092,GPT-4,573,19,592,Conversation log
62111,GPT-4,355,19,374,Conversation log
62132,GPT-4,420,23,443,Conversation log
62230,GPT-4,1953,297,2250,Conversation log
62262,GPT-4,955,428,1383,Conversation log
62420,GPT-4,1462,507,1969,Conversation log
62541,GPT-4,19,325,344,Conversation log
62595,GPT-4,137,43,180,Conversation log
62608,GPT-4,1332,467,1799,Conversation log
62770,GPT-4,785,204,989,Conversation log
62771,GPT-4,363,57,420,Conversation log
62794,GPT-4,508,77,585,Conversation log
62841,GPT-4,371,325,696,Conversation log
62859,GPT-4,1980,470,2450,Conversation log
62994,GPT-4,2009,483,2492,Conversation log
63033,GPT-4,1794,165,1959,Conversation log
63181,GPT-4,2126,489,2615,Conversation log
63206,GPT-4,24,338,362,Conversation log
63310,GPT-4,2171,437,2608,Conversation log
63365,GPT-4,701,373,1074,Conversation log
63392,GPT-4,1054,281,1335,Conversation log
63411,GPT-4,17,292,309,Conversation log
63438,GPT-4,2039,320,2359,Conversation log
63459,GPT-4,329,73,402,Conversation log
63529,GPT-4,422,85,507,Conversation log
63554,GPT-4,1901,412,2313,Conversation log
63649,GPT-4,1653,234,1887,Conversation log
63652,GPT-4,676,198,874,Conversation log
63708,GPT-4,50,264,314,Conversation log
63754,GPT-4,480,25,505,Conversation log
63779,GPT-4,107,13,120,Conversation log
63789,GPT-4,129,91,220,Conversation log
64001,GPT-4,1235,30,1265,Conversation log
64047,GPT-4,830,484,1314,Conversation log
64149,GPT-4,243,276,519,Conversation log
64290,GPT-4,535,361,896,Conversation log
64431,GPT-4,1022,231,1253,Conversation log
64724,GPT-4,238,309,547,Conversation log
64730,GPT-4,1691,19,1710,Conversation log
64742,GPT-4,17,521,538,Conversation log
64744,GPT-4,1496,420,1916,Conversation log
64769,GPT-4,1599,488,2087,Conversation log
64837,GPT-4,17,44,61,Conversation log
64851,GPT-4,253,412,665,Conversation log
64865,GPT-4,1399,211,1610,Conversation log
64877,GPT-4,882,599,1481,Conversation log
64899,GPT-4,16,365,381,Conversation log
64919,GPT-4,1700,477,2177,Conversation log
64954,GPT-4,2195,656,2851,Conversation log
65030,GPT-4,1139,270,1409,Conversation log
65094,GPT-4,65,227,292,Conversation log
65152,GPT-4,2819,727,3546,Conversation log
65198,GPT-4,334,189,523,Conversation log
65261,GPT-4,542,279,821,Conversation log
65320,GPT-4,121,61,182,Conversation log
65369,GPT-4,37,684,721,Conversation log
65372,GPT-4,283,88,371,Conversation log
65374,GPT-4,125,175,300,Conversation log
65417,GPT-4,228,323,551,Conversation log
65449,GPT-4,833,255,1088,Conversation log
65507,GPT-4,1144,168,1312,Conversation log
65542,GPT-4,788,628,1416,Conversation log
65555,GPT-4,1063,325,1388,Conversation log
65561,GPT-4,112,500,612,Conversation log
65613,GPT-4,628,486,1114,Conversation log
65613,GPT-4,13,175,188,Conversation log
65630,GPT-4,227,346,573,Conversation log
65635,GPT-4,1307,246,1553,Conversation log
65646,GPT-4,451,77,528,Conversation log
65810,GPT-4,1133,273,1406,Conversation log
65883,GPT-4,560,212,772,Conversation log
65913,GPT-4,604,51,655,Conversation log
65942,GPT-4,726,50,776,Conversation log
66007,GPT-4,812,185,997,Conversation log
66112,GPT-4,1043,111,1154,Conversation log
66248,GPT-4,55,270,325,Conversation log
66295,GPT-4,97,240,337,Conversation log
66306,GPT-4,337,159,496,Conversation log
66348,GPT-4,3004,175,3179,Conversation log
66474,GPT-4,21,190,211,Conversation log
66532,GPT-4,357,171,528,Conversation log
66575,GPT-4,233,110,343,Conversation log
66728,GPT-4,23,316,339,Conversation log
66748,GPT-4,91,28,119,Conversation log
66810,GPT-4,367,301,668,Conversation log
66837,GPT-4,738,193,931,Conversation log
66973,GPT-4,1221,231,1452,Conversation log
67122,GPT-4,255,137,392,Conversation log
67239,GPT-4,20,129,149,Conversation log
67255,GPT-4,562,201,763,Conversation log
67420,GPT-4,83,20,103,Conversation log
67527,GPT-4,2395,473,2868,Conversation log
67727,GPT-4,2202,705,2907,Conversation log
67742,GPT-4,35,96,131,Conversation log
67792,GPT-4,2269,706,2975,Conversation log
67890,GPT-4,153,125,278,Conversation log
68570,GPT-4,640,184,824,Conversation log
68799,GPT-4,902,146,1048,Conversation log
68827,GPT-4,33,207,240,Conversation log
69093,GPT-4,25,114,139,Conversation log
69120,GPT-4,157,117,274,Conversation log
69206,GPT-4,332,451,783,Conversation log
69347,GPT-4,2238,538,2776,Conversation log
69459,GPT-4,2561,692,3253,Conversation log
69526,GPT-4,27,440,467,Conversation log
69586,GPT-4,100,290,390,Conversation log
69640,GPT-4,234,174,408,Conversation log
69662,GPT-4,402,153,555,Conversation log
69709,GPT-4,333,229,562,Conversation log
69713,GPT-4,565,278,843,Conversation log
